State,Crop,Crop title,Variety,Year,Unit,Value
Michigan,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2018,Percent of all soybeans planted,93
Michigan,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2019,Percent of all soybeans planted,92
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2000,Percent of all soybeans planted,46
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2001,Percent of all soybeans planted,63
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2002,Percent of all soybeans planted,71
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2003,Percent of all soybeans planted,79
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2004,Percent of all soybeans planted,82
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2005,Percent of all soybeans planted,83
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2006,Percent of all soybeans planted,88
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2007,Percent of all soybeans planted,92
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2008,Percent of all soybeans planted,91
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2009,Percent of all soybeans planted,92
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2010,Percent of all soybeans planted,93
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2011,Percent of all soybeans planted,95
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2012,Percent of all soybeans planted,91
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2013,Percent of all soybeans planted,93
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2014,Percent of all soybeans planted,94
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2015,Percent of all soybeans planted,95
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2016,Percent of all soybeans planted,96
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2017,Percent of all soybeans planted,96
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2018,Percent of all soybeans planted,95
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2019,Percent of all soybeans planted,95
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2000,Percent of all soybeans planted,46
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2001,Percent of all soybeans planted,63
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2002,Percent of all soybeans planted,71
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2003,Percent of all soybeans planted,79
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2004,Percent of all soybeans planted,82
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2005,Percent of all soybeans planted,83
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2006,Percent of all soybeans planted,88
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2007,Percent of all soybeans planted,92
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2008,Percent of all soybeans planted,91
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2009,Percent of all soybeans planted,92
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2010,Percent of all soybeans planted,93
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2011,Percent of all soybeans planted,95
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2012,Percent of all soybeans planted,91
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2013,Percent of all soybeans planted,93
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2014,Percent of all soybeans planted,94
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2015,Percent of all soybeans planted,95
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2016,Percent of all soybeans planted,96
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2017,Percent of all soybeans planted,96
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2018,Percent of all soybeans planted,95
Minnesota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2019,Percent of all soybeans planted,95
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2000,Percent of all soybeans planted,48
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2001,Percent of all soybeans planted,63
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2002,Percent of all soybeans planted,80
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2003,Percent of all soybeans planted,89
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2004,Percent of all soybeans planted,93
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2005,Percent of all soybeans planted,96
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2006,Percent of all soybeans planted,96
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2007,Percent of all soybeans planted,96
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2008,Percent of all soybeans planted,97
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2009,Percent of all soybeans planted,94
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2010,Percent of all soybeans planted,98
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2011,Percent of all soybeans planted,98
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2012,Percent of all soybeans planted,95
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2013,Percent of all soybeans planted,98
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2014,Percent of all soybeans planted,99
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2015,Percent of all soybeans planted,99
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2016,Percent of all soybeans planted,99
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2017,Percent of all soybeans planted,99
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2018,Percent of all soybeans planted,99
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2019,Percent of all soybeans planted,99
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2000,Percent of all soybeans planted,48
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2001,Percent of all soybeans planted,63
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2002,Percent of all soybeans planted,80
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2003,Percent of all soybeans planted,89
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2004,Percent of all soybeans planted,93
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2005,Percent of all soybeans planted,96
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2006,Percent of all soybeans planted,96
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2007,Percent of all soybeans planted,96
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2008,Percent of all soybeans planted,97
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2009,Percent of all soybeans planted,94
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2010,Percent of all soybeans planted,98
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2011,Percent of all soybeans planted,98
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2012,Percent of all soybeans planted,95
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2013,Percent of all soybeans planted,98
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2014,Percent of all soybeans planted,99
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2015,Percent of all soybeans planted,99
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2016,Percent of all soybeans planted,99
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2017,Percent of all soybeans planted,99
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2018,Percent of all soybeans planted,99
Mississippi,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2019,Percent of all soybeans planted,99
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2000,Percent of all soybeans planted,62
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2001,Percent of all soybeans planted,69
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2002,Percent of all soybeans planted,72
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2003,Percent of all soybeans planted,83
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2004,Percent of all soybeans planted,87
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2005,Percent of all soybeans planted,89
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2006,Percent of all soybeans planted,93
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2007,Percent of all soybeans planted,91
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2008,Percent of all soybeans planted,92
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2009,Percent of all soybeans planted,89
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2010,Percent of all soybeans planted,94
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2011,Percent of all soybeans planted,91
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2012,Percent of all soybeans planted,91
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2013,Percent of all soybeans planted,90
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2014,Percent of all soybeans planted,91
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2015,Percent of all soybeans planted,87
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2016,Percent of all soybeans planted,89
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2017,Percent of all soybeans planted,87
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2018,Percent of all soybeans planted,91
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2019,Percent of all soybeans planted,94
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2000,Percent of all soybeans planted,62
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2001,Percent of all soybeans planted,69
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2002,Percent of all soybeans planted,72
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2003,Percent of all soybeans planted,83
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2004,Percent of all soybeans planted,87
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2005,Percent of all soybeans planted,89
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2006,Percent of all soybeans planted,93
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2007,Percent of all soybeans planted,91
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2008,Percent of all soybeans planted,92
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2009,Percent of all soybeans planted,89
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2010,Percent of all soybeans planted,94
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2011,Percent of all soybeans planted,91
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2012,Percent of all soybeans planted,91
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2013,Percent of all soybeans planted,90
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2014,Percent of all soybeans planted,91
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2015,Percent of all soybeans planted,87
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2016,Percent of all soybeans planted,89
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2017,Percent of all soybeans planted,87
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2018,Percent of all soybeans planted,91
Missouri,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2019,Percent of all soybeans planted,94
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2000,Percent of all soybeans planted,72
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2001,Percent of all soybeans planted,76
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2002,Percent of all soybeans planted,85
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2003,Percent of all soybeans planted,86
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2004,Percent of all soybeans planted,92
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2005,Percent of all soybeans planted,91
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2006,Percent of all soybeans planted,90
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2007,Percent of all soybeans planted,96
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2008,Percent of all soybeans planted,97
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2009,Percent of all soybeans planted,96
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2010,Percent of all soybeans planted,94
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2011,Percent of all soybeans planted,97
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2012,Percent of all soybeans planted,95
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2013,Percent of all soybeans planted,96
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2014,Percent of all soybeans planted,95
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2015,Percent of all soybeans planted,95
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2016,Percent of all soybeans planted,96
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2017,Percent of all soybeans planted,94
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2018,Percent of all soybeans planted,96
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2019,Percent of all soybeans planted,95
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2000,Percent of all soybeans planted,72
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2001,Percent of all soybeans planted,76
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2002,Percent of all soybeans planted,85
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2003,Percent of all soybeans planted,86
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2004,Percent of all soybeans planted,92
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2005,Percent of all soybeans planted,91
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2006,Percent of all soybeans planted,90
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2007,Percent of all soybeans planted,96
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2008,Percent of all soybeans planted,97
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2009,Percent of all soybeans planted,96
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2010,Percent of all soybeans planted,94
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2011,Percent of all soybeans planted,97
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2012,Percent of all soybeans planted,95
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2013,Percent of all soybeans planted,96
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2014,Percent of all soybeans planted,95
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2015,Percent of all soybeans planted,95
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2016,Percent of all soybeans planted,96
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2017,Percent of all soybeans planted,94
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2018,Percent of all soybeans planted,96
Nebraska,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2019,Percent of all soybeans planted,95
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2000,Percent of all soybeans planted,22
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2001,Percent of all soybeans planted,49
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2002,Percent of all soybeans planted,61
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2003,Percent of all soybeans planted,74
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2004,Percent of all soybeans planted,82
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2005,Percent of all soybeans planted,89
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2006,Percent of all soybeans planted,90
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2007,Percent of all soybeans planted,92
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2008,Percent of all soybeans planted,94
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2009,Percent of all soybeans planted,94
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2010,Percent of all soybeans planted,94
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2011,Percent of all soybeans planted,94
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2012,Percent of all soybeans planted,98
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2013,Percent of all soybeans planted,94
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2014,Percent of all soybeans planted,96
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2015,Percent of all soybeans planted,94
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2016,Percent of all soybeans planted,95
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2017,Percent of all soybeans planted,95
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2018,Percent of all soybeans planted,95
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2019,Percent of all soybeans planted,95
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2000,Percent of all soybeans planted,22
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2001,Percent of all soybeans planted,49
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2002,Percent of all soybeans planted,61
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2003,Percent of all soybeans planted,74
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2004,Percent of all soybeans planted,82
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2005,Percent of all soybeans planted,89
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2006,Percent of all soybeans planted,90
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2007,Percent of all soybeans planted,92
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2008,Percent of all soybeans planted,94
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2009,Percent of all soybeans planted,94
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2010,Percent of all soybeans planted,94
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2011,Percent of all soybeans planted,94
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2012,Percent of all soybeans planted,98
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2013,Percent of all soybeans planted,94
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2014,Percent of all soybeans planted,96
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2015,Percent of all soybeans planted,94
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2016,Percent of all soybeans planted,95
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2017,Percent of all soybeans planted,95
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2018,Percent of all soybeans planted,95
North Dakota,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2019,Percent of all soybeans planted,95
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2000,Percent of all soybeans planted,48
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2001,Percent of all soybeans planted,64
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2002,Percent of all soybeans planted,73
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2003,Percent of all soybeans planted,74
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2004,Percent of all soybeans planted,76
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2005,Percent of all soybeans planted,77
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2006,Percent of all soybeans planted,82
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2007,Percent of all soybeans planted,87
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2008,Percent of all soybeans planted,89
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2009,Percent of all soybeans planted,83
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2010,Percent of all soybeans planted,86
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2011,Percent of all soybeans planted,85
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2012,Percent of all soybeans planted,86
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2013,Percent of all soybeans planted,89
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2014,Percent of all soybeans planted,90
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2015,Percent of all soybeans planted,91
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2016,Percent of all soybeans planted,91
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2017,Percent of all soybeans planted,91
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2018,Percent of all soybeans planted,91
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2019,Percent of all soybeans planted,95
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2000,Percent of all soybeans planted,48
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2001,Percent of all soybeans planted,64
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2002,Percent of all soybeans planted,73
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2003,Percent of all soybeans planted,74
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2004,Percent of all soybeans planted,76
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2005,Percent of all soybeans planted,77
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2006,Percent of all soybeans planted,82
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2007,Percent of all soybeans planted,87
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2008,Percent of all soybeans planted,89
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2009,Percent of all soybeans planted,83
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2010,Percent of all soybeans planted,86
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2011,Percent of all soybeans planted,85
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2012,Percent of all soybeans planted,86
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2013,Percent of all soybeans planted,89
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2014,Percent of all soybeans planted,90
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2015,Percent of all soybeans planted,91
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2016,Percent of all soybeans planted,91
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2017,Percent of all soybeans planted,91
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2018,Percent of all soybeans planted,91
Ohio,Soybeans,Genetically engineered (GE) soybean varieties,All GE varieties,2019,Percent of all soybeans planted,95
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2000,Percent of all soybeans planted,68
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2001,Percent of all soybeans planted,80
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2002,Percent of all soybeans planted,89
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2003,Percent of all soybeans planted,91
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2004,Percent of all soybeans planted,95
South Dakota,Soybeans,Genetically engineered (GE) soybean varieties,Herbicide-tolerant only,2005,Percent of all soybeans planted,95
