Geography,Year,Sex,Age,Prevalence Rate,Prevalent Cases,Population,Standard Error,Standard Score,Alberta Rate
Z3,2015,BOTH,65to69,10.682,2344.5884999,21948.767455,0.20849,-1.529,11.00082
Z3,2015,BOTH,70to74,11.681,1847.2666655,15813.701153,0.25542,-0.109,11.70917
Z3,2015,BOTH,75to79,11.874,1395.9748028,11756.551723,0.29834,-0.488,12.01952
Z3,2015,BOTH,80to84,11.987,1055.8244831,8808.0842717,0.34609,-1.827,12.6193
Z3,2015,BOTH,85+,11.723,1048.1919684,8941.4695343,0.3402,-2.026,12.41205
Z3,2015,BOTH,ALL,11.934,56277.732913,471569.64155,0.04721,3.012,11.79192
Z3,2015,FEMALE,00to39,12.056,14725.570064,122140.16933,0.09317,5.103,11.5808
Z3,2015,FEMALE,40to44,13.119,1849.3071911,14096.415769,0.28435,2.958,12.27774
Z3,2015,FEMALE,45to49,12.034,1717.3934603,14271.281665,0.27235,-0.726,12.23164
Z3,2015,FEMALE,50to54,12.127,2081.6739494,17165.559151,0.24916,-1.742,12.56099
Z3,2015,FEMALE,55to59,11.686,1896.1524593,16225.287972,0.25221,-4.084,12.71631
Z3,2015,FEMALE,60to64,12.386,1683.0499522,13588.03796,0.2826,-1.8,12.89485
Z3,2015,FEMALE,65to69,12.931,1421.9711818,10996.779899,0.31997,-1.087,13.27862
Z3,2015,FEMALE,70to74,13.575,1105.8436111,8146.3221964,0.37949,-0.374,13.71669
Z3,2015,FEMALE,75to79,12.7,783.14487091,6166.5199743,0.42402,-1.598,13.37737
Z3,2015,FEMALE,80to84,12.638,602.00396997,4763.452328,0.48144,-1.809,13.50873
Z3,2015,FEMALE,85+,11.794,670.59421341,5685.8018962,0.42775,-2.026,12.66083
Z3,2015,FEMALE,ALL,12.235,28536.704924,233245.62814,0.06785,1.89,12.10637
Z3,2015,MALE,00to39,14.165,18379.077661,129751.60741,0.0968,5.064,13.67464
Z3,2015,MALE,40to44,9.0545,1357.8089288,14995.874267,0.23434,2.188,8.54186
Z3,2015,MALE,45to49,8.171,1182.7066784,14474.4484,0.22768,0.488,8.05992
Z3,2015,MALE,50to54,7.6972,1316.778511,17107.201245,0.20379,-2.183,8.1421
Z3,2015,MALE,55to59,7.6095,1288.4586119,16932.293134,0.20377,-2.448,8.1083
Z3,2015,MALE,60to64,8.1747,1107.9090263,13552.891112,0.23534,-0.933,8.39423
Z3,2015,MALE,65to69,8.4242,922.61731808,10951.987556,0.2654,-0.874,8.65604
Z3,2015,MALE,70to74,9.6698,741.42305442,7667.3789562,0.33752,0.344,9.55385
Z3,2015,MALE,75to79,10.963,612.82993194,5590.0317484,0.41787,1.23,10.44881
Z3,2015,MALE,80to84,11.22,453.82051317,4044.6319437,0.49627,-0.541,11.48878
Z3,2015,MALE,85+,11.598,377.59775496,3255.6676382,0.56118,-0.659,11.96827
Z3,2015,MALE,ALL,11.64,27741.02799,238324.01341,0.06569,2.352,11.48553
Z3,2016,BOTH,00to39,13.215,33116.146532,250586.38647,0.06765,7.824,12.68616
Z3,2016,BOTH,40to44,11.439,3314.7979792,28977.403764,0.18698,3.457,10.79285
Z3,2016,BOTH,45to49,10.549,3020.8900623,28637.051266,0.18152,0.556,10.448
Z3,2016,BOTH,50to54,10.011,3275.6404366,32721.978936,0.16592,-3.346,10.56569
Z3,2016,BOTH,55to59,9.8118,3304.5911858,33679.890087,0.16209,-5.39,10.68537
Z3,2016,BOTH,60to64,10.245,2903.7568663,28342.318586,0.18012,-3.202,10.82206
Z3,2016,BOTH,65to69,10.931,2472.8470861,22622.41801,0.20745,-1.311,11.20288
Z3,2016,BOTH,70to74,11.768,1942.0017262,16502.402635,0.25084,-0.186,11.81467
Z3,2016,BOTH,75to79,11.652,1412.4780103,12122.137466,0.29141,-1.33,12.0395
Z3,2016,BOTH,80to84,12.101,1076.6822609,8897.5055775,0.34575,-1.862,12.7449
Z3,2016,BOTH,85+,11.992,1101.9091049,9188.7632776,0.3389,-1.461,12.48713
Z3,2016,BOTH,ALL,12.057,56941.74125,472278.25607,0.04738,2.741,11.92696
Z3,2016,FEMALE,00to39,12.103,14745.853747,121837.93742,0.09344,6.05,11.53752
Z3,2016,FEMALE,40to44,13.488,1909.1211575,14153.984938,0.28713,2.928,12.64764
Z3,2016,FEMALE,45to49,12.325,1752.3544313,14218.161732,0.27568,-0.722,12.52384
Z3,2016,FEMALE,50to54,12.205,2011.1482723,16478.234246,0.255,-2.551,12.85547
Z3,2016,FEMALE,55to59,11.858,1971.8113504,16628.821594,0.25071,-4.262,12.92623
Z3,2016,FEMALE,60to64,12.31,1753.4044464,14243.352674,0.2753,-2.859,13.09751
Z3,2016,FEMALE,65to69,13.291,1520.8888639,11443.185308,0.31735,-0.675,13.50513
Z3,2016,FEMALE,70to74,13.698,1160.3985811,8471.0937742,0.37357,-0.396,13.84638
Z3,2016,FEMALE,75to79,12.864,824.00059009,6405.4507902,0.41832,-1.562,13.51756
Z3,2016,FEMALE,80to84,13.091,628.787942,4803.2723035,0.48668,-1.575,13.85747
Z3,2016,FEMALE,85+,12.118,699.74023292,5774.3849954,0.42945,-1.471,12.74991
Z3,2016,FEMALE,ALL,12.359,28977.509615,234457.87977,0.06797,2.323,12.20145
Z3,2016,MALE,00to39,14.268,18370.292785,128748.44905,0.09747,4.998,13.78123
Z3,2016,MALE,40to44,9.4828,1405.6768216,14823.418826,0.24064,1.977,9.00707
Z3,2016,MALE,45to49,8.7977,1268.535631,14418.889534,0.2359,1.397,8.46811
Z3,2016,MALE,50to54,7.7845,1264.4921643,16243.74469,0.21022,-2.634,8.33824
Z3,2016,MALE,55to59,7.8164,1332.7798354,17051.068492,0.20557,-3.372,8.50967
Z3,2016,MALE,60to64,8.1591,1150.3524199,14098.965912,0.23054,-1.83,8.58101
Z3,2016,MALE,65to69,8.5154,951.95822213,11179.232702,0.26398,-1.213,8.83569
Z3,2016,MALE,70to74,9.732,781.60314509,8031.308861,0.33073,0.315,9.62785
Z3,2016,MALE,75to79,10.294,588.47742019,5716.6866754,0.40191,-0.101,10.33466
Z3,2016,MALE,80to84,10.94,447.89431885,4094.233274,0.48782,-0.829,11.34385
Z3,2016,MALE,85+,11.779,402.16887193,3414.3782822,0.55167,-0.455,12.02966
Z3,2016,MALE,ALL,11.759,27964.231636,237820.3763,0.06605,1.526,11.65773
Z3,2017,BOTH,00to39,13.268,33018.437511,248850.25236,0.068,7.434,12.76285
Z3,2017,BOTH,40to44,11.911,3489.1748839,29293.417458,0.18926,3.959,11.16178
Z3,2017,BOTH,45to49,10.749,3060.0810348,28469.715159,0.18357,0.014,10.74597
Z3,2017,BOTH,50to54,10.51,3294.4228606,31346.964875,0.17321,-2.053,10.8652
Z3,2017,BOTH,55to59,10.207,3466.5836081,33962.135508,0.16428,-4.913,11.01434
Z3,2017,BOTH,60to64,10.231,3021.7068047,29534.056447,0.17635,-4.61,11.04422
Z3,2017,BOTH,65to69,10.868,2489.9668387,22910.238362,0.20563,-2.37,11.3556
Z3,2017,BOTH,70to74,11.832,2099.2009026,17742.405717,0.24248,-0.53,11.96001
Z3,2017,BOTH,75to79,11.918,1494.7478828,12542.069238,0.28931,-0.996,12.20594
Z3,2017,BOTH,80to84,11.752,1055.983917,8985.2408676,0.33974,-2.619,12.6421
Z3,2017,BOTH,85+,12.27,1164.8541317,9493.8681965,0.33672,-1.373,12.73183
Z3,2017,BOTH,ALL,12.186,57655.160376,473130.36419,0.04756,2.164,12.08298
Z3,2017,FEMALE,00to39,12.124,14696.640153,121221.76369,0.09375,6.02,11.55944
Z3,2017,FEMALE,40to44,13.948,2007.726588,14394.86851,0.28875,3.693,12.88128
Z3,2017,FEMALE,45to49,12.559,1771.2270859,14102.947702,0.27905,-1.101,12.86656
Z3,2017,FEMALE,50to54,12.711,2011.0926196,15822.271006,0.26481,-1.606,13.13578
Z3,2017,FEMALE,55to59,12.293,2075.1941302,16880.662945,0.25273,-3.764,13.2445
Z3,2017,FEMALE,60to64,12.292,1811.613821,14738.110839,0.27046,-3.924,13.35346
Z3,2017,FEMALE,65to69,13.226,1533.4150035,11594.212452,0.31462,-1.145,13.58594
Z3,2017,FEMALE,70to74,13.787,1258.514414,9128.2780709,0.36085,-0.662,14.02578
Z3,2017,FEMALE,75to79,13.372,882.11910546,6596.5976079,0.41906,-1.166,13.86076
Z3,2017,FEMALE,80to84,12.689,616.58711947,4859.2864185,0.47748,-2.596,13.92832
Z3,2017,FEMALE,85+,12.351,734.98620894,5950.7387461,0.42652,-1.634,13.04828
Z3,2017,FEMALE,ALL,12.495,29399.116249,235289.73799,0.06817,2.299,12.33812
Z3,2017,MALE,00to39,14.356,18321.797357,127628.48867,0.09815,4.496,13.91427
Z3,2017,MALE,40to44,9.9436,1481.448296,14898.548948,0.24516,1.868,9.48568
Z3,2017,MALE,45to49,8.9711,1288.8539489,14366.767456,0.23841,1.039,8.72336
Z3,2017,MALE,50to54,8.2664,1283.3302411,15524.693869,0.22101,-1.782,8.66012
Z3,2017,MALE,55to59,8.1456,1391.3894778,17081.472563,0.20929,-3.245,8.82483
Z3,2017,MALE,60to64,8.1785,1210.0929837,14795.945609,0.22529,-2.579,8.75948
Z3,2017,MALE,65to69,8.4531,956.55183516,11316.02591,0.26151,-2.336,9.06407
Z3,2017,MALE,70to74,9.7594,840.68648863,8614.1276461,0.31975,0.072,9.73626
Z3,2017,MALE,75to79,10.304,612.62877737,5945.47163,0.39427,0.018,10.29691
Z3,2017,MALE,80to84,10.65,439.39679751,4125.9544491,0.48023,-0.774,11.02135
Z3,2017,MALE,85+,12.132,429.86792275,3543.1294504,0.54852,-0.105,12.19022
Z3,2017,MALE,ALL,11.88,28256.044126,237840.6262,0.06634,0.732,11.83167
Z3,2018,BOTH,00to39,13.217,32652.115067,247047.98003,0.06814,6.377,12.78238
Z3,2018,BOTH,40to44,12.449,3684.5881762,29596.409396,0.1919,5.292,11.43395
Z3,2018,BOTH,45to49,10.956,3112.6197147,28409.204161,0.18531,-0.623,11.07189
Z3,2018,BOTH,50to54,10.974,3289.5454905,29975.910757,0.18053,-0.99,11.15266
Z3,2018,BOTH,55to59,10.506,3573.5217434,34013.064122,0.16626,-4.856,11.31367
Z3,2018,BOTH,60to64,10.32,3173.7794759,30754.04825,0.17347,-5.421,11.26035
Z3,2018,BOTH,65to69,11.155,2646.7130012,23726.020002,0.20438,-1.59,11.48036
Z3,2018,BOTH,70to74,11.636,2158.8707113,18553.595432,0.23541,-1.785,12.05606
Z3,2018,BOTH,75to79,12.224,1606.7651224,13144.757311,0.2857,-0.372,12.32981
Z3,2018,BOTH,80to84,12.133,1112.0563332,9165.9271271,0.34104,-2.03,12.82472
Z3,2018,BOTH,85+,11.656,1129.6633196,9692.0758575,0.32595,-3.139,12.67873
Z3,2018,BOTH,ALL,12.264,58140.238156,474078.99245,0.04764,1.422,12.19607
Z3,2018,FEMALE,00to39,12.012,14426.419682,120101.61715,0.09381,5.167,11.52713
Z3,2018,FEMALE,40to44,14.58,2130.1959825,14610.821707,0.29196,4.986,13.12379
Z3,2018,FEMALE,45to49,12.937,1810.8246344,13996.720961,0.28368,-0.945,13.20548
Z3,2018,FEMALE,50to54,13.158,1985.2549344,15087.82834,0.2752,-0.838,13.38855
Z3,2018,FEMALE,55to59,12.726,2166.0238456,17019.815479,0.25546,-3.151,13.53147
Z3,2018,FEMALE,60to64,12.245,1877.8909053,15335.769839,0.26471,-5.057,13.58387
Z3,2018,FEMALE,65to69,13.305,1600.7641184,12031.204821,0.30964,-1.17,13.66748
Z3,2018,FEMALE,70to74,13.77,1309.7145789,9511.6877617,0.35331,-1.327,14.23843
Z3,2018,FEMALE,75to79,13.754,955.07448706,6944.0990168,0.41331,-0.794,14.08195
Z3,2018,FEMALE,80to84,12.89,641.27742112,4975.0662369,0.47507,-2.564,14.10814
Z3,2018,FEMALE,85+,11.921,715.68029176,6003.586543,0.4182,-3.009,13.17923
Z3,2018,FEMALE,ALL,12.571,29619.120881,235618.21786,0.0683,1.941,12.43828
Z3,2018,MALE,00to39,14.357,18225.695386,126946.36288,0.09842,3.797,13.98334
Z3,2018,MALE,40to44,10.373,1554.3921937,14985.58769,0.24907,2.364,9.78375
Z3,2018,MALE,45to49,9.0324,1301.7950803,14412.483199,0.23877,0.011,9.02987
Z3,2018,MALE,50to54,8.7606,1304.2905561,14888.082418,0.23171,-0.991,8.99015
Z3,2018,MALE,55to59,8.2827,1407.4978978,16993.248643,0.21143,-3.939,9.11548
Z3,2018,MALE,60to64,8.4049,1295.8885706,15418.278411,0.22345,-2.479,8.95881
Z3,2018,MALE,65to69,8.9437,1045.9488829,11694.815181,0.26389,-1.101,9.23427
Z3,2018,MALE,70to74,9.3913,849.15613241,9041.9076706,0.30677,-1.015,9.70261
Z3,2018,MALE,75to79,10.51,651.69063539,6200.6582947,0.38947,0.489,10.31948
Z3,2018,MALE,80to84,11.233,470.77891209,4190.8608901,0.48779,0.045,11.21141
Z3,2018,MALE,85+,11.224,413.98302781,3688.4893145,0.51975,-1.166,11.82966
Z3,2018,MALE,ALL,11.961,28521.117275,238460.77459,0.06645,0.05,11.95721
Z3,2019,BOTH,00to39,13.252,32521.76658,245407.43081,0.06844,7.181,12.76067
Z3,2019,BOTH,40to44,12.893,3883.7802727,30123.751873,0.19308,6.023,11.72981
Z3,2019,BOTH,45to49,11.473,3263.5414253,28446.264497,0.18895,0.498,11.37858
Z3,2019,BOTH,50to54,11.133,3189.0710274,28645.196495,0.18584,-1.368,11.38721
Z3,2019,BOTH,55to59,10.794,3677.4688161,34069.653229,0.16811,-4.727,11.58859
Z3,2019,BOTH,60to64,10.415,3286.2619074,31554.635768,0.17195,-6.145,11.47114
Z3,2019,BOTH,65to69,11.26,2809.2451767,24949.885437,0.20012,-2.093,11.67843
Z3,2019,BOTH,70to74,11.624,2261.5602398,19455.605157,0.22979,-2.059,12.09728
Z3,2019,BOTH,75to79,12.617,1716.8288623,13607.636156,0.28464,0.201,12.55949
Z3,2019,BOTH,80to84,12.061,1124.2095157,9320.8319529,0.33733,-2.218,12.80945
Z3,2019,BOTH,85+,11.567,1149.9363536,9941.550859,0.32077,-4.073,12.87358
Z3,2019,BOTH,ALL,12.383,58883.670177,475522.44224,0.04777,2.013,12.28678
Z3,2019,FEMALE,00to39,12.024,14349.869689,119342.20612,0.09415,5.632,11.49391
Z3,2019,FEMALE,40to44,15.088,2244.2629268,14874.829403,0.29347,5.877,13.36289
Z3,2019,FEMALE,45to49,13.437,1874.7716941,13952.327394,0.28873,-0.262,13.51252
Z3,2019,FEMALE,50to54,13.289,1917.0998406,14425.987849,0.28263,-1.373,13.67715
Z3,2019,FEMALE,55to59,12.947,2223.3015847,17172.155771,0.25619,-3.473,13.83681
Z3,2019,FEMALE,60to64,12.332,1944.3104027,15766.596807,0.26186,-5.453,13.75966
Z3,2019,FEMALE,65to69,13.212,1670.126079,12640.566178,0.30119,-2.088,13.84142
Z3,2019,FEMALE,70to74,13.932,1392.6515941,9995.7068068,0.34636,-0.985,14.2738
Z3,2019,FEMALE,75to79,14.162,1017.2200596,7182.9611941,0.41138,-0.624,14.41822
Z3,2019,FEMALE,80to84,13.02,666.28930194,5117.473594,0.47042,-2.287,14.09583
Z3,2019,FEMALE,85+,11.627,711.03274853,6115.2547342,0.40991,-4.315,13.39586
Z3,2019,FEMALE,ALL,12.685,30010.935921,236586.06585,0.06842,2.167,12.5367
Z3,2019,MALE,00to39,14.415,18171.896892,126065.22469,0.09892,4.478,13.97165
Z3,2019,MALE,40to44,10.752,1639.517346,15248.92247,0.25085,2.496,10.12555
Z3,2019,MALE,45to49,9.5817,1388.7697312,14493.937103,0.24449,1.013,9.33411
Z3,2019,MALE,50to54,8.9454,1271.9711868,14219.208646,0.23934,-0.916,9.16476
Z3,2019,MALE,55to59,8.6058,1454.1672314,16897.497458,0.21575,-3.453,9.35076
Z3,2019,MALE,60to64,8.4998,1341.9515047,15788.038961,0.22195,-3.122,9.19279
Z3,2019,MALE,65to69,9.2541,1139.1190977,12309.319259,0.26119,-0.772,9.45587
Z3,2019,MALE,70to74,9.1852,868.9086457,9459.89835,0.29695,-1.883,9.74422
Z3,2019,MALE,75to79,10.889,699.60880266,6424.6749621,0.38863,1.157,10.43969
Z3,2019,MALE,80to84,10.894,457.92021377,4203.3583589,0.48056,-0.603,11.18378
Z3,2019,MALE,85+,11.471,438.90360508,3826.2961248,0.51517,-1.025,11.9987
Z3,2019,MALE,ALL,12.084,28872.734256,238936.37639,0.06668,0.658,12.03999
Z4,2004,BOTH,00to39,12.759,72342.263427,566980.41774,0.04431,3.518,12.60335
Z4,2004,BOTH,40to44,8.1936,7180.7625533,87638.372751,0.09265,4.036,7.81967
Z4,2004,BOTH,45to49,8.2084,6865.6567087,83641.868524,0.09491,4.592,7.77254
Z4,2004,BOTH,50to54,8.2481,5715.8587839,69299.086182,0.1045,3.172,7.91664
Z4,2004,BOTH,55to59,8.4615,4681.254457,55324.108093,0.11832,3.092,8.0956
Z4,2004,BOTH,60to64,9.5109,3781.1759719,39756.428938,0.14713,4.905,8.78919
Z4,2004,BOTH,65to69,9.7712,3085.5707192,31578.232253,0.16709,1.636,9.49786
Z4,2004,BOTH,70to74,10.792,2998.8828819,27789.27105,0.18613,2.621,10.30363
Z4,2004,BOTH,75to79,11.945,2634.6542034,22055.733256,0.21838,3.585,11.1625
Z4,2004,BOTH,80to84,12.347,1913.3824413,15496.318652,0.26427,2.534,11.67775
Z4,2004,BOTH,85+,11.363,1317.7748596,11597.226023,0.2947,2.388,10.65904
Z4,2004,BOTH,ALL,11.128,112517.23701,1011157.0635,0.03127,8.013,10.87696
Z4,2004,FEMALE,00to39,12.025,33080.173697,275104.35752,0.06201,1.814,11.91211
Z4,2004,FEMALE,40to44,9.9034,4284.9432265,43267.244747,0.1436,2.781,9.50405
Z4,2004,FEMALE,45to49,10.23,4223.8501414,41288.032575,0.14914,3.777,9.66685
Z4,2004,FEMALE,50to54,9.9351,3434.7006702,34571.501875,0.16088,0.905,9.78944
Z4,2004,FEMALE,55to59,10.326,2859.1149581,27687.750886,0.18288,1.677,10.0196
Z4,2004,FEMALE,60to64,11.441,2290.252738,20017.444395,0.22498,3.473,10.65981
Z4,2004,FEMALE,65to69,11.068,1809.3928581,16347.342489,0.24538,1.584,10.67981
Z4,2004,FEMALE,70to74,11.411,1683.2543839,14750.513773,0.26179,1.298,11.07173
Z4,2004,FEMALE,75to79,12.272,1521.5774299,12398.716068,0.29467,3.285,11.30417
Z4,2004,FEMALE,80to84,12.492,1192.9942023,9550.3413611,0.33832,2.846,11.52875
Z4,2004,FEMALE,85+,11.292,923.25490627,8176.512059,0.35001,2.429,10.44134
Z4,2004,FEMALE,ALL,11.389,57303.509211,503159.75774,0.04478,5.871,11.12578
Z4,2004,MALE,00to39,13.452,39262.08973,291876.06022,0.06316,3.198,13.24964
Z4,2004,MALE,40to44,6.5264,2895.8193269,44371.128004,0.11725,2.848,6.19236
Z4,2004,MALE,45to49,6.2375,2641.8065673,42353.83595,0.11751,2.355,5.96079
Z4,2004,MALE,50to54,6.5687,2281.1581137,34727.584307,0.13294,3.474,6.10692
Z4,2004,MALE,55to59,6.5933,1822.1394989,27636.357207,0.14928,2.658,6.19651
Z4,2004,MALE,60to64,7.5532,1490.9232339,19738.984543,0.18808,3.358,6.92162
Z4,2004,MALE,65to69,8.3789,1276.1778611,15230.889764,0.22451,0.551,8.25509
Z4,2004,MALE,70to74,10.09,1315.6284981,13038.757277,0.26378,2.356,9.46866
Z4,2004,MALE,75to79,11.526,1113.0767735,9657.017188,0.32496,1.654,10.98852
Z4,2004,MALE,80to84,12.116,720.38823904,5945.9772905,0.42317,0.498,11.90467
Z4,2004,MALE,85+,11.533,394.51995336,3420.7139636,0.54614,0.735,11.13201
Z4,2004,MALE,ALL,10.869,55213.727796,507997.30572,0.04367,5.37,10.63441
Z4,2005,BOTH,00to39,13.141,75807.010285,576881.30545,0.04448,4.079,12.9594
Z4,2005,BOTH,40to44,8.5116,7466.2733761,87718.408893,0.09422,3.98,8.13668
Z4,2005,BOTH,45to49,8.5007,7291.2378842,85772.203861,0.09523,4.579,8.06468
Z4,2005,BOTH,50to54,8.419,6135.6136965,72877.992408,0.10286,2.472,8.16479
Z4,2005,BOTH,55to59,8.9086,5237.0087963,58785.670649,0.11749,4.422,8.38908
Z4,2005,BOTH,60to64,9.6547,4001.1045872,41441.971481,0.14508,4.178,9.04851
Z4,2005,BOTH,65to69,10.001,3237.3020849,32370.716642,0.16675,1.709,9.71576
Z4,2005,BOTH,70to74,11.073,3100.1006297,27996.189278,0.18754,2.922,10.52533
Z4,2005,BOTH,75to79,12.012,2740.4247577,22814.69206,0.21523,3.246,11.31301
Z4,2005,BOTH,80to84,12.654,2044.7776691,16158.908399,0.26154,3.359,11.77572
Z4,2005,BOTH,85+,11.88,1475.1198913,12416.312098,0.29037,2.896,11.03964
Z4,2005,BOTH,ALL,11.45,118535.97366,1035234.3712,0.0313,8.621,11.18035
Z4,2005,FEMALE,00to39,12.294,34391.038511,279735.71989,0.06209,1.447,12.2043
Z4,2005,FEMALE,40to44,10.237,4433.6069498,43309.158661,0.14566,2.89,9.81613
Z4,2005,FEMALE,45to49,10.491,4450.4651503,42420.867436,0.14878,3.408,9.98416
Z4,2005,FEMALE,50to54,10.286,3727.067282,36233.117545,0.15959,0.907,10.14162
Z4,2005,FEMALE,55to59,10.837,3180.2413308,29345.135127,0.18146,2.274,10.42479
Z4,2005,FEMALE,60to64,11.647,2421.8090504,20794.007156,0.22246,2.717,11.04233
Z4,2005,FEMALE,65to69,11.469,1926.3118211,16796.042366,0.24587,1.809,11.02411
Z4,2005,FEMALE,70to74,11.723,1753.2044371,14955.265192,0.26305,1.311,11.37809
Z4,2005,FEMALE,75to79,12.606,1603.864822,12723.396992,0.29425,3.252,11.64862
Z4,2005,FEMALE,80to84,12.665,1248.9294554,9861.6099212,0.3349,2.868,11.70395
Z4,2005,FEMALE,85+,11.727,1024.766884,8738.5554842,0.34418,2.614,10.8272
Z4,2005,FEMALE,ALL,11.684,60161.305694,514912.87577,0.04477,5.619,11.43223
Z4,2005,MALE,00to39,13.938,41415.971774,297145.58556,0.06354,4.307,13.66427
Z4,2005,MALE,40to44,6.8289,3032.6664263,44409.250232,0.1197,2.659,6.51058
Z4,2005,MALE,45to49,6.5529,2840.7727339,43351.336425,0.11885,2.77,6.22367
Z4,2005,MALE,50to54,6.5727,2408.5464145,36644.874863,0.12945,2.393,6.26284
Z4,2005,MALE,55to59,6.9862,2056.7674656,29440.535522,0.14857,4.006,6.39097
Z4,2005,MALE,60to64,7.6487,1579.2955368,20647.964325,0.18496,3.181,7.06029
Z4,2005,MALE,65to69,8.4174,1310.9902638,15574.674276,0.22248,0.339,8.34195
Z4,2005,MALE,70to74,10.328,1346.8961927,13040.924086,0.26649,2.748,9.59597
Z4,2005,MALE,75to79,11.263,1136.5599357,10091.295067,0.3147,1.125,10.90884
Z4,2005,MALE,80to84,12.638,795.84821367,6297.2984776,0.41872,1.801,11.88396
Z4,2005,MALE,85+,12.245,450.35300739,3677.7566138,0.54054,1.384,11.49737
Z4,2005,MALE,ALL,11.219,58374.667964,520321.49545,0.04375,6.488,10.93511
Z4,2006,BOTH,00to39,13.373,79258.298983,592665.55757,0.04421,4.311,13.18259
Z4,2006,BOTH,40to44,8.7322,7575.5775214,86754.101508,0.09585,4.063,8.3428
Z4,2006,BOTH,45to49,8.777,7708.3109384,87823.897508,0.09548,5.03,8.2967
Z4,2006,BOTH,50to54,8.6876,6681.3598946,76906.552185,0.10156,3.222,8.36038
Z4,2006,BOTH,55to59,9.0284,5606.9563432,62103.644563,0.115,3.621,8.61197
Z4,2006,BOTH,60to64,9.9346,4361.4913138,43902.062859,0.14276,4.266,9.32551
Z4,2006,BOTH,65to69,10.143,3405.0630429,33569.97843,0.16477,2.149,9.78907
Z4,2006,BOTH,70to74,11.16,3163.8564338,28350.227597,0.18701,2.277,10.73417
Z4,2006,BOTH,75to79,11.842,2783.1358273,23503.152236,0.21075,2.782,11.25516
Z4,2006,BOTH,80to84,12.957,2154.0345669,16624.642738,0.26046,3.952,11.92744
Z4,2006,BOTH,85+,12.278,1660.6828368,13525.543126,0.28219,3.605,11.2608
Z4,2006,BOTH,ALL,11.669,124358.7677,1065729.3603,0.0311,9.052,11.38737
Z4,2006,FEMALE,00to39,12.499,35808.883331,286487.62808,0.06179,1.838,12.38573
Z4,2006,FEMALE,40to44,10.522,4503.846671,42804.144275,0.14831,2.675,10.12531
Z4,2006,FEMALE,45to49,10.774,4664.5228187,43294.882048,0.14901,3.942,10.18646
Z4,2006,FEMALE,50to54,10.617,4049.3191633,38141.367462,0.15773,1.637,10.35838
Z4,2006,FEMALE,55to59,11.052,3410.867812,30861.165965,0.17848,1.689,10.75092
Z4,2006,FEMALE,60to64,11.835,2618.4682863,22124.392571,0.21717,2.239,11.34899
Z4,2006,FEMALE,65to69,11.757,2041.8716468,17366.77943,0.24442,2.185,11.22341
Z4,2006,FEMALE,70to74,11.905,1808.9739674,15195.45937,0.26271,0.741,11.71004
Z4,2006,FEMALE,75to79,12.518,1623.2712536,12967.327513,0.29061,2.947,11.66188
Z4,2006,FEMALE,80to84,13.166,1326.7162999,10077.113951,0.33682,3.451,12.00329
Z4,2006,FEMALE,85+,12.132,1145.5402987,9442.0173044,0.33601,3.295,11.0251
Z4,2006,FEMALE,ALL,11.915,63002.281548,528762.27797,0.04455,6.073,11.64449
Z4,2006,MALE,00to39,14.191,43449.415652,306177.92949,0.06306,4.239,13.92355
Z4,2006,MALE,40to44,6.9892,3071.7308504,43949.957233,0.12162,2.953,6.62999
Z4,2006,MALE,45to49,6.8355,3043.7881197,44529.01546,0.11959,2.928,6.4854
Z4,2006,MALE,50to54,6.7897,2632.0407313,38765.184723,0.12777,2.673,6.44812
Z4,2006,MALE,55to59,7.0292,2196.0885313,31242.478598,0.14463,3.468,6.52765
Z4,2006,MALE,60to64,8.0037,1743.0230275,21777.670287,0.18388,3.803,7.30445
Z4,2006,MALE,65to69,8.4131,1363.1913962,16203.199,0.21807,0.578,8.28715
Z4,2006,MALE,70to74,10.3,1354.8824664,13154.768227,0.26501,2.399,9.6639
Z4,2006,MALE,75to79,11.009,1159.8645738,10535.824723,0.30494,0.776,10.77203
Z4,2006,MALE,80to84,12.636,827.318267,6547.5287876,0.41061,1.999,11.81461
Z4,2006,MALE,85+,12.615,515.14253812,4083.525822,0.51957,1.651,11.75727
Z4,2006,MALE,ALL,11.426,61356.486153,536967.08236,0.04341,6.645,11.13799
Z4,2007,BOTH,00to39,13.237,80857.374534,610834.60685,0.04336,3.357,13.09161
Z4,2007,BOTH,40to44,8.7513,7527.1182578,86011.591998,0.09635,3.404,8.42329
Z4,2007,BOTH,45to49,8.881,8019.5879626,90300.506937,0.09467,4.217,8.48182
Z4,2007,BOTH,50to54,8.9444,7210.04151,80609.804573,0.10052,4.374,8.5047
Z4,2007,BOTH,55to59,9.1406,5837.7700307,63866.336879,0.11403,3.651,8.72431
Z4,2007,BOTH,60to64,9.9685,4748.2756876,47632.895392,0.13726,4.197,9.39234
Z4,2007,BOTH,65to69,10.482,3646.3944222,34787.220598,0.16424,3.222,9.95288
Z4,2007,BOTH,70to74,11.144,3167.9693186,28428.385218,0.18663,2.334,10.70811
Z4,2007,BOTH,75to79,12.141,2925.8759436,24099.870298,0.21038,2.679,11.57702
Z4,2007,BOTH,80to84,12.809,2167.9507111,16925.790749,0.25687,3.465,11.91858
Z4,2007,BOTH,85+,12.571,1811.5228142,14410.687786,0.27616,3.89,11.4965
Z4,2007,BOTH,ALL,11.651,127919.88119,1097907.6973,0.03062,8.543,11.38965
