Geography,Year,Sex,Age,Prevalence Rate,Prevalent Cases,Population,Standard Error,Standard Score,Alberta Rate
Z3,2007,BOTH,45to49,7.6991,2698.4566227,35048.894579,0.14239,-5.497,8.48182
Z3,2007,BOTH,50to54,7.8485,2433.8407621,31010.343232,0.15272,-4.297,8.5047
Z3,2007,BOTH,55to59,8.5916,2113.5012832,24599.765518,0.17867,-0.743,8.72431
Z3,2007,BOTH,60to64,9.3141,1862.5809397,19997.463514,0.20552,-0.381,9.39234
Z3,2007,BOTH,65to69,9.7298,1511.0227104,15529.896783,0.23781,-0.938,9.95288
Z3,2007,BOTH,70to74,10.25,1314.8924883,12828.280754,0.26779,-1.711,10.70811
Z3,2007,BOTH,75to79,11.582,1250.329332,10795.805424,0.30798,0.015,11.57702
Z3,2007,BOTH,80to84,11.61,911.14123159,7848.0763587,0.3616,-0.854,11.91858
Z3,2007,BOTH,85+,11.031,839.39999238,7609.2147458,0.35914,-1.295,11.4965
Z3,2007,BOTH,ALL,11.121,48464.152579,435779.27993,0.04763,-5.635,11.38965
Z3,2007,FEMALE,00to39,12.215,13991.452132,114543.29498,0.09675,-0.665,12.27929
Z3,2007,FEMALE,40to44,10.163,1615.0501242,15891.676339,0.23969,-0.32,10.23947
Z3,2007,FEMALE,45to49,9.4046,1607.7904311,17095.708035,0.22324,-4.47,10.40244
Z3,2007,FEMALE,50to54,9.7041,1467.2342206,15119.673245,0.24074,-3.712,10.59764
Z3,2007,FEMALE,55to59,10.647,1297.2772512,12184.108224,0.27943,-0.609,10.8174
Z3,2007,FEMALE,60to64,11.153,1118.1979246,10026.021714,0.31438,-0.934,11.44645
Z3,2007,FEMALE,65to69,11.412,899.22759057,7879.4478793,0.3582,-0.416,11.56142
Z3,2007,FEMALE,70to74,11.214,732.54821074,6532.496607,0.3904,-1.634,11.85168
Z3,2007,FEMALE,75to79,11.382,643.88320775,5657.0478984,0.42225,-1.737,12.11521
Z3,2007,FEMALE,80to84,11.278,511.79947704,4538.0393917,0.46957,-1.641,12.04844
Z3,2007,FEMALE,85+,10.791,543.11561101,5032.913422,0.43735,-1.077,11.26221
Z3,2007,FEMALE,ALL,11.388,24427.576181,214500.42773,0.06859,-4.108,11.66988
Z3,2007,MALE,00to39,13.653,16880.042424,123639.82989,0.09765,-1.986,13.84649
Z3,2007,MALE,40to44,6.3421,1042.4425365,16436.737813,0.1901,-1.941,6.71117
Z3,2007,MALE,45to49,6.0751,1090.6661916,17953.186545,0.17828,-3.208,6.64701
Z3,2007,MALE,50to54,6.0829,966.6065415,15890.669987,0.18961,-2.326,6.5238
Z3,2007,MALE,55to59,6.5742,816.22403205,12415.657294,0.22242,-0.558,6.69821
Z3,2007,MALE,60to64,7.4651,744.3830151,9971.4418001,0.2632,0.458,7.34454
Z3,2007,MALE,65to69,7.9969,611.79511988,7650.4489032,0.31011,-0.895,8.27451
Z3,2007,MALE,70to74,9.2497,582.34427753,6295.7841473,0.36514,-0.545,9.44886
Z3,2007,MALE,75to79,11.801,606.44612421,5138.7575253,0.45006,1.911,10.94113
Z3,2007,MALE,80to84,12.065,399.34175455,3310.0369671,0.56614,0.591,11.72996
Z3,2007,MALE,85+,11.5,296.28438137,2576.3013237,0.62853,-0.769,11.98354
Z3,2007,MALE,ALL,10.863,24036.576398,221278.8522,0.06615,-3.875,11.11888
Z3,2008,BOTH,00to39,13.053,31528.245264,241531.06058,0.06855,0.419,13.02478
Z3,2008,BOTH,40to44,8.4958,2651.9182862,31214.361418,0.15781,-0.528,8.57909
Z3,2008,BOTH,45to49,7.8988,2810.6946041,35583.725186,0.14298,-5.064,8.62295
Z3,2008,BOTH,50to54,7.8582,2544.2533622,32376.870807,0.14955,-5.308,8.65198
Z3,2008,BOTH,55to59,8.8839,2268.2936319,25532.658607,0.17805,-0.134,8.90776
Z3,2008,BOTH,60to64,9.3122,1958.9828103,21036.671976,0.20036,-0.667,9.44587
Z3,2008,BOTH,65to69,9.9448,1606.5521043,16154.724161,0.23545,-0.322,10.02061
Z3,2008,BOTH,70to74,10.571,1366.9963336,12931.934694,0.27037,-1.373,10.94181
Z3,2008,BOTH,75to79,11.172,1221.2410431,10931.663562,0.30129,-1.15,11.51813
Z3,2008,BOTH,80to84,11.598,910.12870286,7847.1390448,0.36147,-1.34,12.08275
Z3,2008,BOTH,85+,11.404,887.98845625,7786.6245444,0.36021,-0.831,11.7032
Z3,2008,BOTH,ALL,11.233,49755.294599,442927.43458,0.04745,-3.732,11.41036
Z3,2008,FEMALE,00to39,12.222,14241.257963,116517.95832,0.09596,0.467,12.17757
Z3,2008,FEMALE,40to44,10.338,1588.533242,15365.75006,0.24561,-0.149,10.37467
Z3,2008,FEMALE,45to49,9.7825,1691.1956941,17288.004148,0.22594,-3.411,10.55328
Z3,2008,FEMALE,50to54,9.713,1526.2277273,15713.194326,0.23624,-4.477,10.77072
Z3,2008,FEMALE,55to59,10.96,1383.5849585,12623.487906,0.27805,0.013,10.95673
Z3,2008,FEMALE,60to64,11.206,1181.7678939,10546.019835,0.30716,-1.271,11.59628
Z3,2008,FEMALE,65to69,11.817,973.24302446,8236.2252809,0.35569,-0.098,11.85148
Z3,2008,FEMALE,70to74,11.345,748.59749944,6598.5395904,0.39042,-1.89,12.08285
Z3,2008,FEMALE,75to79,11.373,647.05084893,5689.1929282,0.42092,-1.862,12.15723
Z3,2008,FEMALE,80to84,11.288,506.80297564,4489.8153721,0.47226,-1.783,12.1297
Z3,2008,FEMALE,85+,11.273,581.22178335,5155.7505796,0.44046,-0.847,11.64639
Z3,2008,FEMALE,ALL,11.488,25069.483611,218223.93835,0.06826,-2.978,11.69125
Z3,2008,MALE,00to39,13.828,17286.987301,125013.10226,0.09763,0.145,13.81401
Z3,2008,MALE,40to44,6.7096,1063.3850442,15848.611358,0.19873,-0.992,6.9067
Z3,2008,MALE,45to49,6.1189,1119.4989099,18295.721038,0.17719,-3.784,6.78946
Z3,2008,MALE,50to54,6.1092,1018.0256349,16663.676481,0.18553,-2.989,6.66382
Z3,2008,MALE,55to59,6.8533,884.70867338,12909.170702,0.22237,-0.382,6.93836
Z3,2008,MALE,60to64,7.4086,777.21491642,10490.652141,0.25571,0.395,7.30752
Z3,2008,MALE,65to69,7.9978,633.30907984,7918.4988801,0.30483,-0.381,8.114
Z3,2008,MALE,70to74,9.7641,618.39883418,6333.3951037,0.37298,0.222,9.68141
Z3,2008,MALE,75to79,10.953,574.19019417,5242.4706338,0.43132,0.44,10.76305
Z3,2008,MALE,80to84,12.013,403.32572722,3357.3236727,0.5611,-0.005,12.01619
Z3,2008,MALE,85+,11.66,306.7666729,2630.8739648,0.62572,-0.256,11.82067
Z3,2008,MALE,ALL,10.986,24685.810988,224703.49623,0.06597,-2.325,11.1393
Z3,2009,BOTH,00to39,13.14,31922.794106,242947.46373,0.06854,3.166,12.92281
Z3,2009,BOTH,40to44,8.7423,2598.5845206,29724.130426,0.16383,0.247,8.70193
Z3,2009,BOTH,45to49,8.1762,2918.2876668,35692.635532,0.14503,-4.023,8.75968
Z3,2009,BOTH,50to54,8.0655,2676.4149144,33183.351283,0.14948,-4.751,8.77573
Z3,2009,BOTH,55to59,8.9588,2393.95829,26721.803984,0.17471,-0.624,9.06787
Z3,2009,BOTH,60to64,9.1363,2010.7060002,22007.976328,0.19422,-1.521,9.43166
Z3,2009,BOTH,65to69,10.339,1730.6521373,16738.363721,0.23534,0.4,10.24528
Z3,2009,BOTH,70to74,10.724,1401.7084685,13071.159816,0.27063,-0.843,10.95171
Z3,2009,BOTH,75to79,11.083,1217.8277952,10988.420102,0.29947,-1.814,11.62608
Z3,2009,BOTH,80to84,11.574,924.62769171,7988.8018351,0.35792,-1.331,12.0504
Z3,2009,BOTH,85+,11.48,915.11425491,7971.5576893,0.35704,-0.98,11.8296
Z3,2009,BOTH,ALL,11.344,50710.675846,447035.66445,0.04743,-1.184,11.39993
Z3,2009,FEMALE,00to39,12.245,14365.214316,117312.61461,0.09571,2.21,12.03371
Z3,2009,FEMALE,40to44,10.749,1572.0586664,14624.597391,0.25613,0.757,10.55564
Z3,2009,FEMALE,45to49,10.109,1764.3026552,17453.281614,0.22818,-2.732,10.73218
Z3,2009,FEMALE,50to54,10.123,1620.0311022,16003.270806,0.23844,-3.473,10.95116
Z3,2009,FEMALE,55to59,10.979,1450.0564361,13207.736088,0.27203,-0.51,11.11763
Z3,2009,FEMALE,60to64,11.13,1229.4677914,11045.935835,0.29925,-1.611,11.61264
Z3,2009,FEMALE,65to69,12.163,1035.9548027,8517.2112033,0.35417,-0.127,12.2081
Z3,2009,FEMALE,70to74,11.704,789.98839488,6749.5154185,0.3913,-1.087,12.12965
Z3,2009,FEMALE,75to79,11.808,673.28011454,5701.78553,0.42737,-1.292,12.36047
Z3,2009,FEMALE,80to84,11.141,503.72685993,4521.180531,0.46795,-2.386,12.2579
Z3,2009,FEMALE,85+,11.215,590.50313165,5265.3776704,0.43486,-1.197,11.73525
Z3,2009,FEMALE,ALL,11.613,25594.584271,220402.5067,0.06824,-1.08,11.68638
Z3,2009,MALE,00to39,13.975,17557.579791,125634.84912,0.09782,2.258,13.75421
Z3,2009,MALE,40to44,6.7984,1026.5258542,15099.533035,0.20485,-0.896,6.98201
Z3,2009,MALE,45to49,6.3269,1153.9850116,18239.353918,0.18026,-3.18,6.9001
Z3,2009,MALE,50to54,6.1489,1056.3838122,17180.080477,0.18328,-3.254,6.74531
Z3,2009,MALE,55to59,6.9846,943.90185383,13514.067896,0.21926,-0.581,7.11203
Z3,2009,MALE,60to64,7.1268,781.23820887,10962.040493,0.24572,-0.557,7.26358
Z3,2009,MALE,65to69,8.4501,694.69733461,8221.1525176,0.30676,0.789,8.20823
Z3,2009,MALE,70to74,9.6766,611.72007357,6321.6443976,0.37183,0.092,9.64229
Z3,2009,MALE,75to79,10.3,544.54768063,5286.6345723,0.41806,-1.108,10.76359
Z3,2009,MALE,80to84,12.138,420.90083178,3467.6213041,0.55457,0.677,11.76255
Z3,2009,MALE,85+,11.995,324.61112326,2706.1800189,0.62457,-0.046,12.02366
Z3,2009,MALE,ALL,11.082,25116.091575,226633.15775,0.06594,-0.624,11.12344
Z3,2010,BOTH,00to39,13.3,32235.672051,242378.46377,0.06897,4.171,13.01201
Z3,2010,BOTH,40to44,8.9883,2589.5914529,28810.567219,0.1685,0.221,8.95112
Z3,2010,BOTH,45to49,8.494,2968.804974,34951.716587,0.14912,-3.256,8.97962
Z3,2010,BOTH,50to54,8.4,2845.2093294,33871.654236,0.15072,-4.115,9.02025
Z3,2010,BOTH,55to59,8.9297,2493.706005,27926.022448,0.17065,-1.71,9.22153
Z3,2010,BOTH,60to64,9.362,2153.2961088,23000.454351,0.19207,-1.491,9.64835
Z3,2010,BOTH,65to69,10.483,1792.7490651,17101.922019,0.23424,-0.037,10.49136
Z3,2010,BOTH,70to74,10.908,1467.0246085,13448.607452,0.26882,-0.416,11.02026
Z3,2010,BOTH,75to79,11.316,1240.0844206,10958.529179,0.30262,-1.317,11.71473
Z3,2010,BOTH,80to84,11.662,952.73495383,8169.2292182,0.35512,-1.299,12.1239
Z3,2010,BOTH,85+,11.402,929.78318867,8154.3145443,0.35198,-1.376,11.88658
Z3,2010,BOTH,ALL,11.513,51668.656158,448771.48102,0.04765,-0.333,11.5292
Z3,2010,FEMALE,00to39,12.361,14502.496586,117326.23479,0.09609,3.193,12.05405
Z3,2010,FEMALE,40to44,10.72,1518.9567331,14169.949044,0.25989,-0.425,10.8301
Z3,2010,FEMALE,45to49,10.646,1831.3731395,17202.523412,0.23515,-1.654,11.035
Z3,2010,FEMALE,50to54,10.341,1686.6995294,16310.962031,0.23842,-3.77,11.23976
Z3,2010,FEMALE,55to59,11.083,1529.5470055,13800.860052,0.26722,-1.178,11.39766
Z3,2010,FEMALE,60to64,11.407,1306.6323071,11454.557276,0.29703,-1.552,11.86822
Z3,2010,FEMALE,65to69,12.345,1078.3780858,8735.3880009,0.35196,-0.574,12.54688
Z3,2010,FEMALE,70to74,11.912,822.7436817,6906.6140451,0.38978,-1.022,12.3106
Z3,2010,FEMALE,75to79,12.302,702.18695875,5708.0407635,0.43475,-0.549,12.5406
Z3,2010,FEMALE,80to84,11.081,507.38608448,4578.8763581,0.46388,-2.89,12.42154
Z3,2010,FEMALE,85+,11.346,611.0391114,5385.3391174,0.43219,-1.096,11.82012
Z3,2010,FEMALE,ALL,11.778,26097.439222,221579.34489,0.06848,-0.574,11.8172
Z3,2010,MALE,00to39,14.181,17733.175466,125052.22898,0.09865,2.689,13.9154
Z3,2010,MALE,40to44,7.3128,1070.6347198,14640.618175,0.21516,0.536,7.19734
Z3,2010,MALE,45to49,6.4084,1137.4318345,17749.193176,0.18382,-3.49,7.04996
Z3,2010,MALE,50to54,6.5972,1158.5098001,17560.692205,0.18732,-1.869,6.94724
Z3,2010,MALE,55to59,6.8258,964.1589995,14125.162396,0.21219,-1.604,7.16627
Z3,2010,MALE,60to64,7.333,846.66380171,11545.897075,0.2426,-0.487,7.4511
Z3,2010,MALE,65to69,8.5384,714.37097928,8366.5340178,0.30552,0.609,8.35239
Z3,2010,MALE,70to74,9.8484,644.28092677,6541.9934072,0.3684,0.703,9.58941
Z3,2010,MALE,75to79,10.245,537.89746187,5250.4884155,0.41849,-1.195,10.74495
Z3,2010,MALE,80to84,12.404,445.34886934,3590.35286,0.55012,1.247,11.71799
Z3,2010,MALE,85+,11.511,318.74407727,2768.9754268,0.60652,-0.842,12.02219
Z3,2010,MALE,ALL,11.255,25571.216936,227192.13613,0.06631,0.08,11.25002
Z3,2011,BOTH,00to39,13.427,32567.803195,242546.04248,0.06923,4.867,13.09054
Z3,2011,BOTH,40to44,9.5066,2714.0498604,28549.115332,0.17359,1.297,9.28144
Z3,2011,BOTH,45to49,8.7117,2901.8381429,33309.606946,0.15452,-3.171,9.20165
Z3,2011,BOTH,50to54,8.5244,2957.1714533,34690.773705,0.14993,-4.979,9.27089
Z3,2011,BOTH,55to59,8.954,2633.2551252,29408.718109,0.16649,-2.841,9.42705
Z3,2011,BOTH,60to64,9.6641,2285.3752469,23648.116018,0.19214,-1.011,9.85835
Z3,2011,BOTH,65to69,10.59,1888.4969041,17832.055327,0.23044,-0.238,10.6452
Z3,2011,BOTH,70to74,10.823,1492.2258999,13788.083186,0.26457,-0.904,11.06182
Z3,2011,BOTH,75to79,11.207,1235.1789513,11021.432754,0.30048,-2.131,11.84747
Z3,2011,BOTH,80to84,11.838,1000.4770742,8451.333403,0.35141,-0.761,12.10537
Z3,2011,BOTH,85+,11.354,941.94000368,8296.3738681,0.3483,-1.948,12.0321
Z3,2011,BOTH,ALL,11.653,52617.811857,451541.65113,0.04775,-0.149,11.66002
Z3,2011,FEMALE,00to39,12.424,14628.77685,117747.9966,0.09613,3.591,12.07862
Z3,2011,FEMALE,40to44,11.242,1574.7253517,14007.098969,0.26691,0.44,11.12496
Z3,2011,FEMALE,45to49,10.889,1781.8548682,16363.753869,0.24351,-2.062,11.39122
Z3,2011,FEMALE,50to54,10.428,1751.5071726,16795.781316,0.23583,-4.262,11.43335
Z3,2011,FEMALE,55to59,11.068,1592.0104176,14384.500378,0.26158,-2.439,11.70549
Z3,2011,FEMALE,60to64,11.845,1401.6958195,11833.159474,0.29706,-1.145,12.18553
Z3,2011,FEMALE,65to69,12.519,1130.5438701,9030.582611,0.34824,-0.616,12.73373
Z3,2011,FEMALE,70to74,12.126,865.4034028,7136.9084852,0.38639,-0.972,12.50137
Z3,2011,FEMALE,75to79,12.194,703.04323786,5765.4080317,0.43095,-1.494,12.83783
Z3,2011,FEMALE,80to84,11.696,546.67702591,4673.9420656,0.47008,-2.0,12.63628
Z3,2011,FEMALE,85+,11.225,612.53951536,5456.9716189,0.42733,-1.783,11.98666
Z3,2011,FEMALE,ALL,11.913,26588.777532,223196.10342,0.06857,-0.604,11.95414
Z3,2011,MALE,00to39,14.374,17939.026345,124798.04588,0.09931,3.247,14.052
Z3,2011,MALE,40to44,7.8347,1139.3245086,14542.016363,0.22283,1.275,7.55055
Z3,2011,MALE,45to49,6.6092,1119.9832747,16945.853077,0.19085,-2.861,7.15528
Z3,2011,MALE,50to54,6.7374,1205.6642808,17894.99239,0.18739,-2.736,7.2502
Z3,2011,MALE,55to59,6.9304,1041.2447076,15024.217731,0.2072,-1.705,7.28366
Z3,2011,MALE,60to64,7.4793,883.67942744,11814.956544,0.24201,-0.351,7.56429
Z3,2011,MALE,65to69,8.6117,757.95303406,8801.4727156,0.29903,0.445,8.47852
Z3,2011,MALE,70to74,9.4242,626.82249712,6651.1747006,0.35824,-0.118,9.46661
Z3,2011,MALE,75to79,10.124,532.13571341,5256.0247218,0.41608,-1.348,10.68502
Z3,2011,MALE,80to84,12.014,453.80004826,3777.3913375,0.52899,1.172,11.39385
Z3,2011,MALE,85+,11.601,329.40048832,2839.4022492,0.60098,-0.87,12.12382
Z3,2011,MALE,ALL,11.399,26029.034325,228345.54771,0.06651,0.378,11.3738
Z3,2012,BOTH,00to39,13.391,32822.828691,245116.89657,0.06879,6.033,12.97567
Z3,2012,BOTH,40to44,9.678,2769.444231,28615.991617,0.17478,1.147,9.47741
Z3,2012,BOTH,45to49,9.192,2953.815095,32134.753588,0.16117,-1.215,9.38771
Z3,2012,BOTH,50to54,8.9195,3125.7920978,35044.378323,0.15226,-3.994,9.5276
Z3,2012,BOTH,55to59,8.8369,2707.9576307,30643.645229,0.16214,-4.88,9.62811
Z3,2012,BOTH,60to64,9.7825,2349.5649276,24018.14696,0.19169,-1.295,10.03068
Z3,2012,BOTH,65to69,10.659,2038.6614732,19126.250189,0.22314,-0.333,10.73333
Z3,2012,BOTH,70to74,11.081,1575.5887918,14219.391282,0.26323,-0.746,11.27694
Z3,2012,BOTH,75to79,11.319,1264.1353083,11168.320538,0.29979,-1.805,11.86017
Z3,2012,BOTH,80to84,12.265,1046.012568,8528.3356103,0.35521,-0.468,12.43143
Z3,2012,BOTH,85+,11.481,970.73558116,8455.3438465,0.34669,-1.947,12.15569
Z3,2012,BOTH,ALL,11.732,53624.536396,457071.45376,0.0476,1.048,11.68234
Z3,2012,FEMALE,00to39,12.349,14685.389614,118923.95991,0.0954,4.384,11.93033
Z3,2012,FEMALE,40to44,11.448,1614.4842858,14102.368575,0.26812,0.286,11.37174
Z3,2012,FEMALE,45to49,11.409,1811.7825701,15880.769617,0.25228,-0.734,11.59384
Z3,2012,FEMALE,50to54,10.983,1875.0934863,17072.493143,0.2393,-3.263,11.76389
Z3,2012,FEMALE,55to59,10.886,1624.872958,14926.316614,0.25494,-4.177,11.95093
Z3,2012,FEMALE,60to64,11.889,1425.889424,11992.858427,0.29555,-1.415,12.30779
Z3,2012,FEMALE,65to69,12.675,1222.085337,9641.507546,0.33882,-0.546,12.86017
Z3,2012,FEMALE,70to74,12.578,923.31285239,7340.5267812,0.38704,-0.822,12.8964
Z3,2012,FEMALE,75to79,12.124,706.38818879,5826.471785,0.42761,-2.059,13.00402
Z3,2012,FEMALE,80to84,12.067,568.239603,4708.8907036,0.4747,-1.927,12.98221
Z3,2012,FEMALE,85+,11.426,631.95043447,5530.7532299,0.42777,-1.554,12.09104
Z3,2012,FEMALE,ALL,11.989,27089.488754,225946.91633,0.06834,0.136,11.97999
Z3,2012,MALE,00to39,14.373,18137.439077,126192.93666,0.09875,4.088,13.96903
Z3,2012,MALE,40to44,7.9578,1154.9599452,14513.623042,0.22465,1.147,7.7002
Z3,2012,MALE,45to49,7.0262,1142.0325249,16253.983972,0.20047,-1.461,7.31901
Z3,2012,MALE,50to54,6.9592,1250.6986115,17971.88518,0.18981,-2.439,7.4221
Z3,2012,MALE,55to59,6.891,1083.0846727,15717.328615,0.20205,-2.704,7.4374
Z3,2012,MALE,60to64,7.6811,923.67550363,12025.288533,0.24283,-0.462,7.79334
Z3,2012,MALE,65to69,8.6094,816.57613621,9484.7426427,0.28802,0.235,8.54163
Z3,2012,MALE,70to74,9.4823,652.27593944,6878.8645004,0.35324,-0.046,9.49867
Z3,2012,MALE,75to79,10.441,557.74711955,5341.8487532,0.41839,-0.188,10.51976
Z3,2012,MALE,80to84,12.509,477.77296504,3819.4449067,0.53529,1.503,11.70439
Z3,2012,MALE,85+,11.584,338.78514668,2924.5906166,0.59178,-1.179,12.28194
Z3,2012,MALE,ALL,11.481,26535.047642,231124.53742,0.06631,1.33,11.39263
Z3,2013,BOTH,00to39,13.262,32950.142925,248458.27502,0.06804,6.761,12.80178
Z3,2013,BOTH,40to44,10.016,2890.4136807,28858.991513,0.17672,1.786,9.70005
Z3,2013,BOTH,45to49,9.5453,2944.3498507,30846.049723,0.16731,-0.384,9.6096
Z3,2013,BOTH,50to54,9.2546,3255.5015925,35177.302093,0.15451,-3.283,9.76175
Z3,2013,BOTH,55to59,8.9378,2854.2741536,31934.738544,0.15964,-5.499,9.81568
Z3,2013,BOTH,60to64,10.109,2514.5217315,24873.050019,0.19114,-0.487,10.20247
Z3,2013,BOTH,65to69,10.512,2106.3122478,20037.903982,0.21667,-0.852,10.69629
Z3,2013,BOTH,70to74,11.249,1668.2335174,14829.511334,0.25947,-0.305,11.32863
Z3,2013,BOTH,75to79,11.529,1308.3982229,11348.467447,0.2998,-1.738,12.05027
Z3,2013,BOTH,80to84,11.916,1029.2846636,8637.7339063,0.34859,-1.246,12.35042
Z3,2013,BOTH,85+,11.785,1016.2872836,8623.6408062,0.34721,-1.576,12.33225
Z3,2013,BOTH,ALL,11.763,54537.71987,463625.66439,0.04732,2.083,11.66477
Z3,2013,FEMALE,00to39,12.237,14723.097015,120316.54206,0.09448,4.973,11.76715
Z3,2013,FEMALE,40to44,12.044,1700.4498992,14119.075244,0.27391,1.355,11.67254
Z3,2013,FEMALE,45to49,11.622,1775.9020368,15279.915032,0.25927,-0.511,11.75494
Z3,2013,FEMALE,50to54,11.48,1981.8340806,17264.095271,0.24261,-2.311,12.04007
Z3,2013,FEMALE,55to59,10.96,1704.5549782,15553.146149,0.25048,-4.844,12.17293
Z3,2013,FEMALE,60to64,12.253,1518.2848942,12391.622635,0.29455,-0.634,12.43922
Z3,2013,FEMALE,65to69,12.566,1269.7982347,10104.641074,0.32975,-1.035,12.90762
Z3,2013,FEMALE,70to74,13.032,993.19314266,7621.4544171,0.38562,-0.338,13.16206
Z3,2013,FEMALE,75to79,12.236,722.78355725,5906.8248903,0.42639,-2.281,13.20911
Z3,2013,FEMALE,80to84,11.912,560.73432742,4707.2021031,0.47214,-2.35,13.02199
Z3,2013,FEMALE,85+,11.854,662.07857184,5585.1933249,0.43253,-1.117,12.33732
Z3,2013,FEMALE,ALL,12.066,27612.710737,228849.7122,0.06809,1.19,11.98483
Z3,2013,MALE,00to39,14.224,18227.045911,128141.73296,0.09758,4.531,13.78199
Z3,2013,MALE,40to44,8.0731,1189.9637815,14739.916269,0.22438,0.973,7.85468
Z3,2013,MALE,45to49,7.5063,1168.4478139,15566.134691,0.21119,-0.433,7.59787
Z3,2013,MALE,50to54,7.1102,1273.6675118,17913.206822,0.19202,-2.545,7.59883
Z3,2013,MALE,55to59,7.0184,1149.7191754,16381.592396,0.19959,-2.873,7.59174
Z3,2013,MALE,60to64,7.9818,996.23683726,12481.427384,0.24258,-0.113,8.00909
Z3,2013,MALE,65to69,8.4213,836.51401306,9933.2629085,0.27864,-0.014,8.42526
Z3,2013,MALE,70to74,9.3651,675.04037472,7208.0569169,0.34316,0.081,9.33718
Z3,2013,MALE,75to79,10.762,585.61466564,5441.6425568,0.4201,0.149,10.69912
Z3,2013,MALE,80to84,11.921,468.55033615,3930.5318032,0.51685,0.866,11.47338
Z3,2013,MALE,85+,11.658,354.20871173,3038.4474813,0.58219,-1.142,12.32265
Z3,2013,MALE,ALL,11.468,26925.009132,234775.95219,0.06576,1.741,11.35391
Z3,2014,BOTH,00to39,13.155,33045.16388,251194.05926,0.06744,7.524,12.64781
Z3,2014,BOTH,40to44,10.441,3041.1588365,29127.978274,0.17917,2.776,9.94334
Z3,2014,BOTH,45to49,9.791,2889.879854,29515.711259,0.17299,-0.08,9.8049
Z3,2014,BOTH,50to54,9.6101,3373.7077103,35105.807597,0.1573,-2.611,10.02087
Z3,2014,BOTH,55to59,9.1826,2987.493875,32534.222356,0.1601,-5.389,10.04538
Z3,2014,BOTH,60to64,10.333,2685.8024537,25992.310876,0.1888,-0.405,10.40959
Z3,2014,BOTH,65to69,10.441,2187.9347646,20955.738065,0.21124,-1.61,10.78093
Z3,2014,BOTH,70to74,11.545,1767.2409232,15307.693871,0.25829,0.146,11.50709
Z3,2014,BOTH,75to79,11.857,1370.6264748,11560.075257,0.30067,-0.567,12.02715
Z3,2014,BOTH,80to84,11.923,1044.5257058,8760.2616606,0.34624,-1.683,12.50607
Z3,2014,BOTH,85+,11.839,1043.7664549,8816.6917092,0.34406,-1.356,12.30507
Z3,2014,BOTH,ALL,11.824,55437.300933,468870.55018,0.04715,3.298,11.66808
Z3,2014,FEMALE,00to39,12.078,14683.859408,121571.75712,0.09346,4.968,11.61407
Z3,2014,FEMALE,40to44,12.278,1743.3165185,14198.50817,0.27542,1.228,11.94008
Z3,2014,FEMALE,45to49,11.946,1750.0922202,14650.188845,0.26796,-0.092,11.97047
Z3,2014,FEMALE,50to54,11.758,2044.398721,17386.922554,0.24429,-2.195,12.29454
Z3,2014,FEMALE,55to59,11.16,1770.2769797,15862.282162,0.25001,-5.096,12.43437
Z3,2014,FEMALE,60to64,12.46,1615.8377646,12968.669132,0.29001,-0.569,12.62445
Z3,2014,FEMALE,65to69,12.653,1336.9697607,10566.076487,0.32342,-1.059,12.99585
Z3,2014,FEMALE,70to74,13.34,1049.5949839,7868.154208,0.38331,-0.331,13.46657
Z3,2014,FEMALE,75to79,12.839,777.02481541,6052.1921518,0.43,-1.074,13.3007
Z3,2014,FEMALE,80to84,12.291,583.8008559,4749.9795727,0.47639,-2.114,13.29768
Z3,2014,FEMALE,85+,11.677,660.52013141,5656.397445,0.42701,-1.783,12.43874
Z3,2014,FEMALE,ALL,12.1,28015.69216,231531.12785,0.06778,1.465,12.00091
Z3,2014,MALE,00to39,14.165,18361.304472,129622.30214,0.09685,5.571,13.62564
Z3,2014,MALE,40to44,8.6932,1297.842318,14929.470104,0.23058,2.673,8.07671
Z3,2014,MALE,45to49,7.6673,1139.7876338,14865.522413,0.21823,-0.424,7.75977
Z3,2014,MALE,50to54,7.5022,1329.3089893,17718.885043,0.1979,-1.764,7.85127
Z3,2014,MALE,55to59,7.301,1217.2168953,16671.940194,0.20148,-2.388,7.78209
Z3,2014,MALE,60to64,8.2156,1069.9646891,13023.641743,0.24062,-0.104,8.24058
Z3,2014,MALE,65to69,8.1905,850.96500391,10389.661579,0.26903,-1.158,8.50194
Z3,2014,MALE,70to74,9.6464,717.64593933,7439.5396626,0.34228,0.727,9.39769
Z3,2014,MALE,75to79,10.777,593.60165944,5507.8831049,0.41783,0.556,10.5451
Z3,2014,MALE,80to84,11.489,460.72484985,4010.282088,0.50355,0.0,11.48882
Z3,2014,MALE,85+,12.127,383.24632354,3160.2942642,0.58068,0.117,12.05891
Z3,2014,MALE,ALL,11.554,27421.608773,237339.42233,0.06562,3.182,11.34494
Z3,2015,BOTH,00to39,13.142,33104.647725,251891.77674,0.06732,7.23,12.6557
Z3,2015,BOTH,40to44,11.024,3207.11612,29092.290036,0.18362,3.631,10.35723
Z3,2015,BOTH,45to49,10.089,2900.1001387,28745.730064,0.17764,-0.026,10.09348
Z3,2015,BOTH,50to54,9.9159,3398.4524604,34272.760397,0.16144,-2.453,10.31188
Z3,2015,BOTH,55to59,9.6045,3184.6110711,33157.581106,0.16182,-4.683,10.36224
Z3,2015,BOTH,60to64,10.283,2790.9589785,27140.929071,0.18437,-1.822,10.61922
