"REF_DATE","GEO","DGUID","Knowledge of official languages","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1996","Manitoba","2016A000246","English only","Number","Number","223","units","0","v1043024574","8.3.1","983820","","","","0"
"1996","Manitoba","2016A000246","English only","Percentage","Percentage","242","units","0","v1043024575","8.3.2","89.4","","","","1"
"1996","Manitoba","2016A000246","English and French","Number","Number","223","units","0","v1043024576","8.4.1","103140","","","","0"
"1996","Manitoba","2016A000246","English and French","Percentage","Percentage","242","units","0","v1043024577","8.4.2","9.4","","","","1"
"1996","Manitoba","2016A000246","Neither English nor French","Number","Number","223","units","0","v1043024578","8.5.1","11840","","","","0"
"1996","Manitoba","2016A000246","Neither English nor French","Percentage","Percentage","242","units","0","v1043024579","8.5.2","1.1","","","","1"
"1996","Saskatchewan ","2016A000247","Total, knowledge of official languages","Number","Number","223","units","0","v1043024580","9.1.1","976615","","","","0"
"1996","Saskatchewan ","2016A000247","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024581","9.1.2","100.0","","","","1"
"1996","Saskatchewan ","2016A000247","French only","Number","Number","223","units","0","v1043024582","9.2.1","345","","","","0"
"1996","Saskatchewan ","2016A000247","French only","Percentage","Percentage","242","units","0","v1043024583","9.2.2","0.0","","","","1"
"1996","Saskatchewan ","2016A000247","English only","Number","Number","223","units","0","v1043024584","9.3.1","920555","","","","0"
"1996","Saskatchewan ","2016A000247","English only","Percentage","Percentage","242","units","0","v1043024585","9.3.2","94.3","","","","1"
"1996","Saskatchewan ","2016A000247","English and French","Number","Number","223","units","0","v1043024586","9.4.1","50770","","","","0"
"1996","Saskatchewan ","2016A000247","English and French","Percentage","Percentage","242","units","0","v1043024587","9.4.2","5.2","","","","1"
"1996","Saskatchewan ","2016A000247","Neither English nor French","Number","Number","223","units","0","v1043024588","9.5.1","4945","","","","0"
"1996","Saskatchewan ","2016A000247","Neither English nor French","Percentage","Percentage","242","units","0","v1043024589","9.5.2","0.5","","","","1"
"1996","Alberta","2016A000248","Total, knowledge of official languages","Number","Number","223","units","0","v1043024590","10.1.1","2669195","","","","0"
"1996","Alberta","2016A000248","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024591","10.1.2","100.0","","","","1"
"1996","Alberta","2016A000248","French only","Number","Number","223","units","0","v1043024592","10.2.1","1615","","","","0"
"1996","Alberta","2016A000248","French only","Percentage","Percentage","242","units","0","v1043024593","10.2.2","0.1","","","","1"
"1996","Alberta","2016A000248","English only","Number","Number","223","units","0","v1043024594","10.3.1","2455075","","","","0"
"1996","Alberta","2016A000248","English only","Percentage","Percentage","242","units","0","v1043024595","10.3.2","92.0","","","","1"
"1996","Alberta","2016A000248","English and French","Number","Number","223","units","0","v1043024596","10.4.1","178505","","","","0"
"1996","Alberta","2016A000248","English and French","Percentage","Percentage","242","units","0","v1043024597","10.4.2","6.7","","","","1"
"1996","Alberta","2016A000248","Neither English nor French","Number","Number","223","units","0","v1043024598","10.5.1","34000","","","","0"
"1996","Alberta","2016A000248","Neither English nor French","Percentage","Percentage","242","units","0","v1043024599","10.5.2","1.3","","","","1"
"1996","British Columbia","2016A000259","Total, knowledge of official languages","Number","Number","223","units","0","v1043024600","11.1.1","3689750","","","","0"
"1996","British Columbia","2016A000259","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024601","11.1.2","100.0","","","","1"
"1996","British Columbia","2016A000259","French only","Number","Number","223","units","0","v1043024602","11.2.1","1775","","","","0"
"1996","British Columbia","2016A000259","French only","Percentage","Percentage","242","units","0","v1043024603","11.2.2","0.0","","","","1"
"1996","British Columbia","2016A000259","English only","Number","Number","223","units","0","v1043024604","11.3.1","3342345","","","","0"
"1996","British Columbia","2016A000259","English only","Percentage","Percentage","242","units","0","v1043024605","11.3.2","90.6","","","","1"
"1996","British Columbia","2016A000259","English and French","Number","Number","223","units","0","v1043024606","11.4.1","248590","","","","0"
"1996","British Columbia","2016A000259","English and French","Percentage","Percentage","242","units","0","v1043024607","11.4.2","6.7","","","","1"
"1996","British Columbia","2016A000259","Neither English nor French","Number","Number","223","units","0","v1043024608","11.5.1","97040","","","","0"
"1996","British Columbia","2016A000259","Neither English nor French","Percentage","Percentage","242","units","0","v1043024609","11.5.2","2.6","","","","1"
"1996","Yukon","2016A000260","Total, knowledge of official languages","Number","Number","223","units","0","v1043024610","12.1.1","30655","","","","0"
"1996","Yukon","2016A000260","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024611","12.1.2","100.0","","","","1"
"1996","Yukon","2016A000260","French only","Number","Number","223","units","0","v1043024612","12.2.1","50","","","","0"
"1996","Yukon","2016A000260","French only","Percentage","Percentage","242","units","0","v1043024613","12.2.2","0.2","","","","1"
"1996","Yukon","2016A000260","English only","Number","Number","223","units","0","v1043024614","12.3.1","27340","","","","0"
"1996","Yukon","2016A000260","English only","Percentage","Percentage","242","units","0","v1043024615","12.3.2","89.2","","","","1"
"1996","Yukon","2016A000260","English and French","Number","Number","223","units","0","v1043024616","12.4.1","3210","","","","0"
"1996","Yukon","2016A000260","English and French","Percentage","Percentage","242","units","0","v1043024617","12.4.2","10.5","","","","1"
"1996","Yukon","2016A000260","Neither English nor French","Number","Number","223","units","0","v1043024618","12.5.1","55","","","","0"
"1996","Yukon","2016A000260","Neither English nor French","Percentage","Percentage","242","units","0","v1043024619","12.5.2","0.2","","","","1"
"1996","Northwest Territories including Nunavut","2016A000261","Total, knowledge of official languages","Number","Number","223","units","0","v1043024620","13.1.1","64125","","","t","0"
"1996","Northwest Territories including Nunavut","2016A000261","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024621","13.1.2","100.0","","","t","1"
"1996","Northwest Territories including Nunavut","2016A000261","French only","Number","Number","223","units","0","v1043024622","13.2.1","40","","","t","0"
"1996","Northwest Territories including Nunavut","2016A000261","French only","Percentage","Percentage","242","units","0","v1043024623","13.2.2","0.6","","","t","1"
"1996","Northwest Territories including Nunavut","2016A000261","English only","Number","Number","223","units","0","v1043024624","13.3.1","55880","","","t","0"
"1996","Northwest Territories including Nunavut","2016A000261","English only","Percentage","Percentage","242","units","0","v1043024625","13.3.2","87.1","","","t","1"
"1996","Northwest Territories including Nunavut","2016A000261","English and French","Number","Number","223","units","0","v1043024626","13.4.1","4035","","","t","0"
"1996","Northwest Territories including Nunavut","2016A000261","English and French","Percentage","Percentage","242","units","0","v1043024627","13.4.2","6.3","","","t","1"
"1996","Northwest Territories including Nunavut","2016A000261","Neither English nor French","Number","Number","223","units","0","v1043024628","13.5.1","4170","","","t","0"
"1996","Northwest Territories including Nunavut","2016A000261","Neither English nor French","Percentage","Percentage","242","units","0","v1043024629","13.5.2","6.5","","","t","1"
"1996","Canada outside Quebec","","Total, knowledge of official languages","Number","Number","223","units","0","v1043024650","16.1.1","21483025","","","","0"
"1996","Canada outside Quebec","","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024651","16.1.2","100.0","","","","1"
"1996","Canada outside Quebec","","French only","Number","Number","223","units","0","v1043024652","16.2.1","127370","","","","0"
"1996","Canada outside Quebec","","French only","Percentage","Percentage","242","units","0","v1043024653","16.2.2","0.6","","","","1"
"1996","Canada outside Quebec","","English only","Number","Number","223","units","0","v1043024654","16.3.1","18775740","","","","0"
"1996","Canada outside Quebec","","English only","Percentage","Percentage","242","units","0","v1043024655","16.3.2","87.3","","","","1"
"1996","Canada outside Quebec","","English and French","Number","Number","223","units","0","v1043024656","16.4.1","2180720","","","","0"
"1996","Canada outside Quebec","","English and French","Percentage","Percentage","242","units","0","v1043024657","16.4.2","10.2","","","","1"
"1996","Canada outside Quebec","","Neither English nor French","Number","Number","223","units","0","v1043024658","16.5.1","399195","","","","0"
"1996","Canada outside Quebec","","Neither English nor French","Percentage","Percentage","242","units","0","v1043024659","16.5.2","1.9","","","","1"
"2001","Canada","2016A000011124","Total, knowledge of official languages","Number","Number","223","units","0","v1043024500","1.1.1","29639035","","","","0"
"2001","Canada","2016A000011124","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024501","1.1.2","100.0","","","","1"
"2001","Canada","2016A000011124","French only","Number","Number","223","units","0","v1043024502","1.2.1","3946525","","","","0"
"2001","Canada","2016A000011124","French only","Percentage","Percentage","242","units","0","v1043024503","1.2.2","13.3","","","","1"
"2001","Canada","2016A000011124","English only","Number","Number","223","units","0","v1043024504","1.3.1","20014645","","","","0"
"2001","Canada","2016A000011124","English only","Percentage","Percentage","242","units","0","v1043024505","1.3.2","67.5","","","","1"
"2001","Canada","2016A000011124","English and French","Number","Number","223","units","0","v1043024506","1.4.1","5231575","","","","0"
"2001","Canada","2016A000011124","English and French","Percentage","Percentage","242","units","0","v1043024507","1.4.2","17.7","","","","1"
"2001","Canada","2016A000011124","Neither English nor French","Number","Number","223","units","0","v1043024508","1.5.1","446290","","","","0"
"2001","Canada","2016A000011124","Neither English nor French","Percentage","Percentage","242","units","0","v1043024509","1.5.2","1.5","","","","1"
"2001","Newfoundland and Labrador","2016A000210","Total, knowledge of official languages","Number","Number","223","units","0","v1043024510","2.1.1","508075","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024511","2.1.2","100.0","","","","1"
"2001","Newfoundland and Labrador","2016A000210","French only","Number","Number","223","units","0","v1043024512","2.2.1","145","","","","0"
"2001","Newfoundland and Labrador","2016A000210","French only","Percentage","Percentage","242","units","0","v1043024513","2.2.2","0.0","","","","1"
"2001","Newfoundland and Labrador","2016A000210","English only","Number","Number","223","units","0","v1043024514","2.3.1","486390","","","","0"
"2001","Newfoundland and Labrador","2016A000210","English only","Percentage","Percentage","242","units","0","v1043024515","2.3.2","95.7","","","","1"
"2001","Newfoundland and Labrador","2016A000210","English and French","Number","Number","223","units","0","v1043024516","2.4.1","20895","","","","0"
"2001","Newfoundland and Labrador","2016A000210","English and French","Percentage","Percentage","242","units","0","v1043024517","2.4.2","4.1","","","","1"
"2001","Newfoundland and Labrador","2016A000210","Neither English nor French","Number","Number","223","units","0","v1043024518","2.5.1","655","","","","0"
"2001","Newfoundland and Labrador","2016A000210","Neither English nor French","Percentage","Percentage","242","units","0","v1043024519","2.5.2","0.1","","","","1"
"2001","Prince Edward Island","2016A000211","Total, knowledge of official languages","Number","Number","223","units","0","v1043024520","3.1.1","133385","","","","0"
"2001","Prince Edward Island","2016A000211","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024521","3.1.2","100.0","","","","1"
"2001","Prince Edward Island","2016A000211","French only","Number","Number","223","units","0","v1043024522","3.2.1","95","","","","0"
"2001","Prince Edward Island","2016A000211","French only","Percentage","Percentage","242","units","0","v1043024523","3.2.2","0.1","","","","1"
"2001","Prince Edward Island","2016A000211","English only","Number","Number","223","units","0","v1043024524","3.3.1","117245","","","","0"
"2001","Prince Edward Island","2016A000211","English only","Percentage","Percentage","242","units","0","v1043024525","3.3.2","87.9","","","","1"
"2001","Prince Edward Island","2016A000211","English and French","Number","Number","223","units","0","v1043024526","3.4.1","15990","","","","0"
"2001","Prince Edward Island","2016A000211","English and French","Percentage","Percentage","242","units","0","v1043024527","3.4.2","12.0","","","","1"
"2001","Prince Edward Island","2016A000211","Neither English nor French","Number","Number","223","units","0","v1043024528","3.5.1","55","","","","0"
"2001","Prince Edward Island","2016A000211","Neither English nor French","Percentage","Percentage","242","units","0","v1043024529","3.5.2","0.0","","","","1"
"2001","Nova Scotia","2016A000212","Total, knowledge of official languages","Number","Number","223","units","0","v1043024530","4.1.1","897570","","","","0"
"2001","Nova Scotia","2016A000212","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024531","4.1.2","100.0","","","","1"
"2001","Nova Scotia","2016A000212","French only","Number","Number","223","units","0","v1043024532","4.2.1","790","","","","0"
"2001","Nova Scotia","2016A000212","French only","Percentage","Percentage","242","units","0","v1043024533","4.2.2","0.1","","","","1"
"2001","Nova Scotia","2016A000212","English only","Number","Number","223","units","0","v1043024534","4.3.1","805545","","","","0"
"2001","Nova Scotia","2016A000212","English only","Percentage","Percentage","242","units","0","v1043024535","4.3.2","89.7","","","","1"
"2001","Nova Scotia","2016A000212","English and French","Number","Number","223","units","0","v1043024536","4.4.1","90265","","","","0"
"2001","Nova Scotia","2016A000212","English and French","Percentage","Percentage","242","units","0","v1043024537","4.4.2","10.1","","","","1"
"2001","Nova Scotia","2016A000212","Neither English nor French","Number","Number","223","units","0","v1043024538","4.5.1","965","","","","0"
"2001","Nova Scotia","2016A000212","Neither English nor French","Percentage","Percentage","242","units","0","v1043024539","4.5.2","0.1","","","","1"
"2001","New Brunswick","2016A000213","Total, knowledge of official languages","Number","Number","223","units","0","v1043024540","5.1.1","719710","","","","0"
"2001","New Brunswick","2016A000213","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024541","5.1.2","100.0","","","","1"
"2001","New Brunswick","2016A000213","French only","Number","Number","223","units","0","v1043024542","5.2.1","66415","","","","0"
"2001","New Brunswick","2016A000213","French only","Percentage","Percentage","242","units","0","v1043024543","5.2.2","9.2","","","","1"
"2001","New Brunswick","2016A000213","English only","Number","Number","223","units","0","v1043024544","5.3.1","406995","","","","0"
"2001","New Brunswick","2016A000213","English only","Percentage","Percentage","242","units","0","v1043024545","5.3.2","56.5","","","","1"
"2001","New Brunswick","2016A000213","English and French","Number","Number","223","units","0","v1043024546","5.4.1","245865","","","","0"
"2001","New Brunswick","2016A000213","English and French","Percentage","Percentage","242","units","0","v1043024547","5.4.2","34.2","","","","1"
"2001","New Brunswick","2016A000213","Neither English nor French","Number","Number","223","units","0","v1043024548","5.5.1","430","","","","0"
"2001","New Brunswick","2016A000213","Neither English nor French","Percentage","Percentage","242","units","0","v1043024549","5.5.2","0.1","","","","1"
"2001","Quebec","2016A000224","Total, knowledge of official languages","Number","Number","223","units","0","v1043024550","6.1.1","7125575","","","","0"
"2001","Quebec","2016A000224","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024551","6.1.2","100.0","","","","1"
"2001","Quebec","2016A000224","French only","Number","Number","223","units","0","v1043024552","6.2.1","3831350","","","","0"
"2001","Quebec","2016A000224","French only","Percentage","Percentage","242","units","0","v1043024553","6.2.2","53.8","","","","1"
"2001","Quebec","2016A000224","English only","Number","Number","223","units","0","v1043024554","6.3.1","327040","","","","0"
"2001","Quebec","2016A000224","English only","Percentage","Percentage","242","units","0","v1043024555","6.3.2","4.6","","","","1"
"2001","Quebec","2016A000224","English and French","Number","Number","223","units","0","v1043024556","6.4.1","2907700","","","","0"
"2001","Quebec","2016A000224","English and French","Percentage","Percentage","242","units","0","v1043024557","6.4.2","40.8","","","","1"
"2001","Quebec","2016A000224","Neither English nor French","Number","Number","223","units","0","v1043024558","6.5.1","59490","","","","0"
"2001","Quebec","2016A000224","Neither English nor French","Percentage","Percentage","242","units","0","v1043024559","6.5.2","0.8","","","","1"
"2001","Ontario","2016A000235","Total, knowledge of official languages","Number","Number","223","units","0","v1043024560","7.1.1","11285550","","","","0"
"2001","Ontario","2016A000235","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024561","7.1.2","100.0","","","","1"
"2001","Ontario","2016A000235","French only","Number","Number","223","units","0","v1043024562","7.2.1","42305","","","","0"
"2001","Ontario","2016A000235","French only","Percentage","Percentage","242","units","0","v1043024563","7.2.2","0.4","","","","1"
"2001","Ontario","2016A000235","English only","Number","Number","223","units","0","v1043024564","7.3.1","9690745","","","","0"
"2001","Ontario","2016A000235","English only","Percentage","Percentage","242","units","0","v1043024565","7.3.2","85.9","","","","1"
"2001","Ontario","2016A000235","English and French","Number","Number","223","units","0","v1043024566","7.4.1","1319715","","","","0"
"2001","Ontario","2016A000235","English and French","Percentage","Percentage","242","units","0","v1043024567","7.4.2","11.7","","","","1"
"2001","Ontario","2016A000235","Neither English nor French","Number","Number","223","units","0","v1043024568","7.5.1","232780","","","","0"
"2001","Ontario","2016A000235","Neither English nor French","Percentage","Percentage","242","units","0","v1043024569","7.5.2","2.1","","","","1"
"2001","Manitoba","2016A000246","Total, knowledge of official languages","Number","Number","223","units","0","v1043024570","8.1.1","1103695","","","","0"
"2001","Manitoba","2016A000246","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024571","8.1.2","100.0","","","","1"
"2001","Manitoba","2016A000246","French only","Number","Number","223","units","0","v1043024572","8.2.1","1245","","","","0"
"2001","Manitoba","2016A000246","French only","Percentage","Percentage","242","units","0","v1043024573","8.2.2","0.1","","","","1"
"2001","Manitoba","2016A000246","English only","Number","Number","223","units","0","v1043024574","8.3.1","990280","","","","0"
"2001","Manitoba","2016A000246","English only","Percentage","Percentage","242","units","0","v1043024575","8.3.2","89.7","","","","1"
"2001","Manitoba","2016A000246","English and French","Number","Number","223","units","0","v1043024576","8.4.1","102840","","","","0"
"2001","Manitoba","2016A000246","English and French","Percentage","Percentage","242","units","0","v1043024577","8.4.2","9.3","","","","1"
"2001","Manitoba","2016A000246","Neither English nor French","Number","Number","223","units","0","v1043024578","8.5.1","9330","","","","0"
"2001","Manitoba","2016A000246","Neither English nor French","Percentage","Percentage","242","units","0","v1043024579","8.5.2","0.8","","","","1"
"2001","Saskatchewan ","2016A000247","Total, knowledge of official languages","Number","Number","223","units","0","v1043024580","9.1.1","963150","","","","0"
"2001","Saskatchewan ","2016A000247","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024581","9.1.2","100.0","","","","1"
"2001","Saskatchewan ","2016A000247","French only","Number","Number","223","units","0","v1043024582","9.2.1","355","","","","0"
"2001","Saskatchewan ","2016A000247","French only","Percentage","Percentage","242","units","0","v1043024583","9.2.2","0.0","","","","1"
"2001","Saskatchewan ","2016A000247","English only","Number","Number","223","units","0","v1043024584","9.3.1","910645","","","","0"
"2001","Saskatchewan ","2016A000247","English only","Percentage","Percentage","242","units","0","v1043024585","9.3.2","94.5","","","","1"
"2001","Saskatchewan ","2016A000247","English and French","Number","Number","223","units","0","v1043024586","9.4.1","49000","","","","0"
"2001","Saskatchewan ","2016A000247","English and French","Percentage","Percentage","242","units","0","v1043024587","9.4.2","5.1","","","","1"
"2001","Saskatchewan ","2016A000247","Neither English nor French","Number","Number","223","units","0","v1043024588","9.5.1","3150","","","","0"
"2001","Saskatchewan ","2016A000247","Neither English nor French","Percentage","Percentage","242","units","0","v1043024589","9.5.2","0.3","","","","1"
"2001","Alberta","2016A000248","Total, knowledge of official languages","Number","Number","223","units","0","v1043024590","10.1.1","2941150","","","","0"
"2001","Alberta","2016A000248","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024591","10.1.2","100.0","","","","1"
"2001","Alberta","2016A000248","French only","Number","Number","223","units","0","v1043024592","10.2.1","1890","","","","0"
"2001","Alberta","2016A000248","French only","Percentage","Percentage","242","units","0","v1043024593","10.2.2","0.1","","","","1"
"2001","Alberta","2016A000248","English only","Number","Number","223","units","0","v1043024594","10.3.1","2704895","","","","0"
"2001","Alberta","2016A000248","English only","Percentage","Percentage","242","units","0","v1043024595","10.3.2","92.0","","","","1"
"2001","Alberta","2016A000248","English and French","Number","Number","223","units","0","v1043024596","10.4.1","202910","","","","0"
"2001","Alberta","2016A000248","English and French","Percentage","Percentage","242","units","0","v1043024597","10.4.2","6.9","","","","1"
"2001","Alberta","2016A000248","Neither English nor French","Number","Number","223","units","0","v1043024598","10.5.1","31455","","","","0"
"2001","Alberta","2016A000248","Neither English nor French","Percentage","Percentage","242","units","0","v1043024599","10.5.2","1.1","","","","1"
"2001","British Columbia","2016A000259","Total, knowledge of official languages","Number","Number","223","units","0","v1043024600","11.1.1","3868875","","","","0"
"2001","British Columbia","2016A000259","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024601","11.1.2","100.0","","","","1"
"2001","British Columbia","2016A000259","French only","Number","Number","223","units","0","v1043024602","11.2.1","1815","","","","0"
"2001","British Columbia","2016A000259","French only","Percentage","Percentage","242","units","0","v1043024603","11.2.2","0.0","","","","1"
"2001","British Columbia","2016A000259","English only","Number","Number","223","units","0","v1043024604","11.3.1","3493680","","","","0"
"2001","British Columbia","2016A000259","English only","Percentage","Percentage","242","units","0","v1043024605","11.3.2","90.3","","","","1"
"2001","British Columbia","2016A000259","English and French","Number","Number","223","units","0","v1043024606","11.4.1","269365","","","","0"
"2001","British Columbia","2016A000259","English and French","Percentage","Percentage","242","units","0","v1043024607","11.4.2","7.0","","","","1"
"2001","British Columbia","2016A000259","Neither English nor French","Number","Number","223","units","0","v1043024608","11.5.1","104020","","","","0"
"2001","British Columbia","2016A000259","Neither English nor French","Percentage","Percentage","242","units","0","v1043024609","11.5.2","2.7","","","","1"
"2001","Yukon","2016A000260","Total, knowledge of official languages","Number","Number","223","units","0","v1043024610","12.1.1","28520","","","","0"
"2001","Yukon","2016A000260","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024611","12.1.2","100.0","","","","1"
"2001","Yukon","2016A000260","French only","Number","Number","223","units","0","v1043024612","12.2.1","45","","","","0"
"2001","Yukon","2016A000260","French only","Percentage","Percentage","242","units","0","v1043024613","12.2.2","0.2","","","","1"
"2001","Yukon","2016A000260","English only","Number","Number","223","units","0","v1043024614","12.3.1","25510","","","","0"
"2001","Yukon","2016A000260","English only","Percentage","Percentage","242","units","0","v1043024615","12.3.2","89.4","","","","1"
"2001","Yukon","2016A000260","English and French","Number","Number","223","units","0","v1043024616","12.4.1","2895","","","","0"
"2001","Yukon","2016A000260","English and French","Percentage","Percentage","242","units","0","v1043024617","12.4.2","10.2","","","","1"
"2001","Yukon","2016A000260","Neither English nor French","Number","Number","223","units","0","v1043024618","12.5.1","75","","","","0"
"2001","Yukon","2016A000260","Neither English nor French","Percentage","Percentage","242","units","0","v1043024619","12.5.2","0.3","","","","1"
"2001","Northwest Territories","2016A000261","Total, knowledge of official languages","Number","Number","223","units","0","v1043024630","14.1.1","37100","","","","0"
"2001","Northwest Territories","2016A000261","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024631","14.1.2","100.0","","","","1"
"2001","Northwest Territories","2016A000261","French only","Number","Number","223","units","0","v1043024632","14.2.1","40","","","","0"
"2001","Northwest Territories","2016A000261","French only","Percentage","Percentage","242","units","0","v1043024633","14.2.2","0.1","","","","1"
"2001","Northwest Territories","2016A000261","English only","Number","Number","223","units","0","v1043024634","14.3.1","33550","","","","0"
"2001","Northwest Territories","2016A000261","English only","Percentage","Percentage","242","units","0","v1043024635","14.3.2","90.4","","","","1"
"2001","Northwest Territories","2016A000261","English and French","Number","Number","223","units","0","v1043024636","14.4.1","3130","","","","0"
"2001","Northwest Territories","2016A000261","English and French","Percentage","Percentage","242","units","0","v1043024637","14.4.2","8.4","","","","1"
"2001","Northwest Territories","2016A000261","Neither English nor French","Number","Number","223","units","0","v1043024638","14.5.1","385","","","","0"
"2001","Northwest Territories","2016A000261","Neither English nor French","Percentage","Percentage","242","units","0","v1043024639","14.5.2","1.0","","","","1"
"2001","Nunavut","2016A000262","Total, knowledge of official languages","Number","Number","223","units","0","v1043024640","15.1.1","26665","","","","0"
"2001","Nunavut","2016A000262","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024641","15.1.2","100.0","","","","1"
"2001","Nunavut","2016A000262","French only","Number","Number","223","units","0","v1043024642","15.2.1","25","","","","0"
"2001","Nunavut","2016A000262","French only","Percentage","Percentage","242","units","0","v1043024643","15.2.2","0.1","","","","1"
"2001","Nunavut","2016A000262","English only","Number","Number","223","units","0","v1043024644","15.3.1","22125","","","","0"
"2001","Nunavut","2016A000262","English only","Percentage","Percentage","242","units","0","v1043024645","15.3.2","83.0","","","","1"
"2001","Nunavut","2016A000262","English and French","Number","Number","223","units","0","v1043024646","15.4.1","1010","","","","0"
"2001","Nunavut","2016A000262","English and French","Percentage","Percentage","242","units","0","v1043024647","15.4.2","3.8","","","","1"
"2001","Nunavut","2016A000262","Neither English nor French","Number","Number","223","units","0","v1043024648","15.5.1","3505","","","","0"
"2001","Nunavut","2016A000262","Neither English nor French","Percentage","Percentage","242","units","0","v1043024649","15.5.2","13.1","","","","1"
"2001","Canada outside Quebec","","Total, knowledge of official languages","Number","Number","223","units","0","v1043024650","16.1.1","22513460","","","","0"
"2001","Canada outside Quebec","","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024651","16.1.2","100.0","","","","1"
"2001","Canada outside Quebec","","French only","Number","Number","223","units","0","v1043024652","16.2.1","115175","","","","0"
"2001","Canada outside Quebec","","French only","Percentage","Percentage","242","units","0","v1043024653","16.2.2","0.5","","","","1"
"2001","Canada outside Quebec","","English only","Number","Number","223","units","0","v1043024654","16.3.1","19687605","","","","0"
"2001","Canada outside Quebec","","English only","Percentage","Percentage","242","units","0","v1043024655","16.3.2","87.4","","","","1"
"2001","Canada outside Quebec","","English and French","Number","Number","223","units","0","v1043024656","16.4.1","2323875","","","","0"
"2001","Canada outside Quebec","","English and French","Percentage","Percentage","242","units","0","v1043024657","16.4.2","10.3","","","","1"
"2001","Canada outside Quebec","","Neither English nor French","Number","Number","223","units","0","v1043024658","16.5.1","386800","","","","0"
"2001","Canada outside Quebec","","Neither English nor French","Percentage","Percentage","242","units","0","v1043024659","16.5.2","1.7","","","","1"
"2006","Canada","2016A000011124","Total, knowledge of official languages","Number","Number","223","units","0","v1043024500","1.1.1","31241030","","","","0"
"2006","Canada","2016A000011124","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024501","1.1.2","100.0","","","","1"
"2006","Canada","2016A000011124","French only","Number","Number","223","units","0","v1043024502","1.2.1","4141851","","","","0"
"2006","Canada","2016A000011124","French only","Percentage","Percentage","242","units","0","v1043024503","1.2.2","13.3","","","","1"
"2006","Canada","2016A000011124","English only","Number","Number","223","units","0","v1043024504","1.3.1","21129945","","","","0"
"2006","Canada","2016A000011124","English only","Percentage","Percentage","242","units","0","v1043024505","1.3.2","67.6","","","","1"
"2006","Canada","2016A000011124","English and French","Number","Number","223","units","0","v1043024506","1.4.1","5448850","","","","0"
"2006","Canada","2016A000011124","English and French","Percentage","Percentage","242","units","0","v1043024507","1.4.2","17.4","","","","1"
"2006","Canada","2016A000011124","Neither English nor French","Number","Number","223","units","0","v1043024508","1.5.1","520384","","","","0"
"2006","Canada","2016A000011124","Neither English nor French","Percentage","Percentage","242","units","0","v1043024509","1.5.2","1.7","","","","1"
"2006","Newfoundland and Labrador","2016A000210","Total, knowledge of official languages","Number","Number","223","units","0","v1043024510","2.1.1","500605","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024511","2.1.2","100.0","","","","1"
"2006","Newfoundland and Labrador","2016A000210","French only","Number","Number","223","units","0","v1043024512","2.2.1","89","","","","0"
"2006","Newfoundland and Labrador","2016A000210","French only","Percentage","Percentage","242","units","0","v1043024513","2.2.2","0.0","","","","1"
"2006","Newfoundland and Labrador","2016A000210","English only","Number","Number","223","units","0","v1043024514","2.3.1","475987","","","","0"
"2006","Newfoundland and Labrador","2016A000210","English only","Percentage","Percentage","242","units","0","v1043024515","2.3.2","95.1","","","","1"
"2006","Newfoundland and Labrador","2016A000210","English and French","Number","Number","223","units","0","v1043024516","2.4.1","23678","","","","0"
"2006","Newfoundland and Labrador","2016A000210","English and French","Percentage","Percentage","242","units","0","v1043024517","2.4.2","4.7","","","","1"
"2006","Newfoundland and Labrador","2016A000210","Neither English nor French","Number","Number","223","units","0","v1043024518","2.5.1","854","","","","0"
"2006","Newfoundland and Labrador","2016A000210","Neither English nor French","Percentage","Percentage","242","units","0","v1043024519","2.5.2","0.2","","","","1"
"2006","Prince Edward Island","2016A000211","Total, knowledge of official languages","Number","Number","223","units","0","v1043024520","3.1.1","134205","","","","0"
