"REF_DATE","GEO","DGUID","Knowledge of official languages","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Nunavut","2016A000262","English and French","Percentage","Percentage","242","units","0","v1043024647","15.4.2","4.3","","","","1"
"2016","Nunavut","2016A000262","Neither English nor French","Number","Number","223","units","0","v1043024648","15.5.1","2045","","","","0"
"2016","Nunavut","2016A000262","Neither English nor French","Percentage","Percentage","242","units","0","v1043024649","15.5.2","5.7","","","","1"
"2016","Canada outside Quebec","","Total, knowledge of official languages","Number","Number","223","units","0","v1043024650","16.1.1","26700695","","","","0"
"2016","Canada outside Quebec","","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024651","16.1.2","100.0","","","","1"
"2016","Canada outside Quebec","","French only","Number","Number","223","units","0","v1043024652","16.2.1","112045","","","","0"
"2016","Canada outside Quebec","","French only","Percentage","Percentage","242","units","0","v1043024653","16.2.2","0.4","","","","1"
"2016","Canada outside Quebec","","English only","Number","Number","223","units","0","v1043024654","16.3.1","23385075","","","","0"
"2016","Canada outside Quebec","","English only","Percentage","Percentage","242","units","0","v1043024655","16.3.2","87.6","","","","1"
"2016","Canada outside Quebec","","English and French","Number","Number","223","units","0","v1043024656","16.4.1","2629660","","","","0"
"2016","Canada outside Quebec","","English and French","Percentage","Percentage","242","units","0","v1043024657","16.4.2","9.8","","","","1"
"2016","Canada outside Quebec","","Neither English nor French","Number","Number","223","units","0","v1043024658","16.5.1","573910","","","","0"
"2016","Canada outside Quebec","","Neither English nor French","Percentage","Percentage","242","units","0","v1043024659","16.5.2","2.1","","","","1"
"2021","Canada","2016A000011124","Total, knowledge of official languages","Number","Number","223","units","0","v1043024500","1.1.1","36620955","","","","0"
"2021","Canada","2016A000011124","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024501","1.1.2","100.0","","","","1"
"2021","Canada","2016A000011124","French only","Number","Number","223","units","0","v1043024502","1.2.1","4087890","","","","0"
"2021","Canada","2016A000011124","French only","Percentage","Percentage","242","units","0","v1043024503","1.2.2","11.2","","","","1"
"2021","Canada","2016A000011124","English only","Number","Number","223","units","0","v1043024504","1.3.1","25261655","","","","0"
"2021","Canada","2016A000011124","English only","Percentage","Percentage","242","units","0","v1043024505","1.3.2","69.0","","","","1"
"2021","Canada","2016A000011124","English and French","Number","Number","223","units","0","v1043024506","1.4.1","6581680","","","","0"
"2021","Canada","2016A000011124","English and French","Percentage","Percentage","242","units","0","v1043024507","1.4.2","18.0","","","","1"
"2021","Canada","2016A000011124","Neither English nor French","Number","Number","223","units","0","v1043024508","1.5.1","689730","","","","0"
"2021","Canada","2016A000011124","Neither English nor French","Percentage","Percentage","242","units","0","v1043024509","1.5.2","1.9","","","","1"
"2021","Newfoundland and Labrador","2016A000210","Total, knowledge of official languages","Number","Number","223","units","0","v1043024510","2.1.1","504810","","","","0"
"2021","Newfoundland and Labrador","2016A000210","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024511","2.1.2","100.0","","","","1"
"2021","Newfoundland and Labrador","2016A000210","French only","Number","Number","223","units","0","v1043024512","2.2.1","125","","","","0"
"2021","Newfoundland and Labrador","2016A000210","French only","Percentage","Percentage","242","units","0","v1043024513","2.2.2","0.0","","","","1"
"2021","Newfoundland and Labrador","2016A000210","English only","Number","Number","223","units","0","v1043024514","2.3.1","477900","","","","0"
"2021","Newfoundland and Labrador","2016A000210","English only","Percentage","Percentage","242","units","0","v1043024515","2.3.2","94.7","","","","1"
"2021","Newfoundland and Labrador","2016A000210","English and French","Number","Number","223","units","0","v1043024516","2.4.1","25945","","","","0"
"2021","Newfoundland and Labrador","2016A000210","English and French","Percentage","Percentage","242","units","0","v1043024517","2.4.2","5.1","","","","1"
"2021","Newfoundland and Labrador","2016A000210","Neither English nor French","Number","Number","223","units","0","v1043024518","2.5.1","835","","","","0"
"2021","Newfoundland and Labrador","2016A000210","Neither English nor French","Percentage","Percentage","242","units","0","v1043024519","2.5.2","0.2","","","","1"
"2021","Prince Edward Island","2016A000211","Total, knowledge of official languages","Number","Number","223","units","0","v1043024520","3.1.1","152455","","","","0"
"2021","Prince Edward Island","2016A000211","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024521","3.1.2","100.0","","","","1"
"2021","Prince Edward Island","2016A000211","French only","Number","Number","223","units","0","v1043024522","3.2.1","135","","","","0"
"2021","Prince Edward Island","2016A000211","French only","Percentage","Percentage","242","units","0","v1043024523","3.2.2","0.1","","","","1"
"2021","Prince Edward Island","2016A000211","English only","Number","Number","223","units","0","v1043024524","3.3.1","131465","","","","0"
"2021","Prince Edward Island","2016A000211","English only","Percentage","Percentage","242","units","0","v1043024525","3.3.2","86.2","","","","1"
"2021","Prince Edward Island","2016A000211","English and French","Number","Number","223","units","0","v1043024526","3.4.1","19380","","","","0"
"2021","Prince Edward Island","2016A000211","English and French","Percentage","Percentage","242","units","0","v1043024527","3.4.2","12.7","","","","1"
"2021","Prince Edward Island","2016A000211","Neither English nor French","Number","Number","223","units","0","v1043024528","3.5.1","1475","","","","0"
"2021","Prince Edward Island","2016A000211","Neither English nor French","Percentage","Percentage","242","units","0","v1043024529","3.5.2","1.0","","","","1"
"2021","Nova Scotia","2016A000212","Total, knowledge of official languages","Number","Number","223","units","0","v1043024530","4.1.1","958990","","","","0"
"2021","Nova Scotia","2016A000212","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024531","4.1.2","100.0","","","","1"
"2021","Nova Scotia","2016A000212","French only","Number","Number","223","units","0","v1043024532","4.2.1","600","","","","0"
"2021","Nova Scotia","2016A000212","French only","Percentage","Percentage","242","units","0","v1043024533","4.2.2","0.1","","","","1"
"2021","Nova Scotia","2016A000212","English only","Number","Number","223","units","0","v1043024534","4.3.1","856205","","","","0"
"2021","Nova Scotia","2016A000212","English only","Percentage","Percentage","242","units","0","v1043024535","4.3.2","89.3","","","","1"
"2021","Nova Scotia","2016A000212","English and French","Number","Number","223","units","0","v1043024536","4.4.1","98940","","","","0"
"2021","Nova Scotia","2016A000212","English and French","Percentage","Percentage","242","units","0","v1043024537","4.4.2","10.3","","","","1"
"2021","Nova Scotia","2016A000212","Neither English nor French","Number","Number","223","units","0","v1043024538","4.5.1","3245","","","","0"
"2021","Nova Scotia","2016A000212","Neither English nor French","Percentage","Percentage","242","units","0","v1043024539","4.5.2","0.3","","","","1"
"2021","New Brunswick","2016A000213","Total, knowledge of official languages","Number","Number","223","units","0","v1043024540","5.1.1","764630","","","","0"
"2021","New Brunswick","2016A000213","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024541","5.1.2","100.0","","","","1"
"2021","New Brunswick","2016A000213","French only","Number","Number","223","units","0","v1043024542","5.2.1","60175","","","","0"
"2021","New Brunswick","2016A000213","French only","Percentage","Percentage","242","units","0","v1043024543","5.2.2","7.9","","","","1"
"2021","New Brunswick","2016A000213","English only","Number","Number","223","units","0","v1043024544","5.3.1","442430","","","","0"
"2021","New Brunswick","2016A000213","English only","Percentage","Percentage","242","units","0","v1043024545","5.3.2","57.9","","","","1"
"2021","New Brunswick","2016A000213","English and French","Number","Number","223","units","0","v1043024546","5.4.1","260125","","","","0"
"2021","New Brunswick","2016A000213","English and French","Percentage","Percentage","242","units","0","v1043024547","5.4.2","34.0","","","","1"
"2021","New Brunswick","2016A000213","Neither English nor French","Number","Number","223","units","0","v1043024548","5.5.1","1900","","","","0"
"2021","New Brunswick","2016A000213","Neither English nor French","Percentage","Percentage","242","units","0","v1043024549","5.5.2","0.2","","","","1"
"2021","Quebec","2016A000224","Total, knowledge of official languages","Number","Number","223","units","0","v1043024550","6.1.1","8406905","","","","0"
"2021","Quebec","2016A000224","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024551","6.1.2","100.0","","","","1"
"2021","Quebec","2016A000224","French only","Number","Number","223","units","0","v1043024552","6.2.1","3980280","","","","0"
"2021","Quebec","2016A000224","French only","Percentage","Percentage","242","units","0","v1043024553","6.2.2","47.3","","","","1"
"2021","Quebec","2016A000224","English only","Number","Number","223","units","0","v1043024554","6.3.1","445575","","","","0"
"2021","Quebec","2016A000224","English only","Percentage","Percentage","242","units","0","v1043024555","6.3.2","5.3","","","","1"
"2021","Quebec","2016A000224","English and French","Number","Number","223","units","0","v1043024556","6.4.1","3898980","","","","0"
"2021","Quebec","2016A000224","English and French","Percentage","Percentage","242","units","0","v1043024557","6.4.2","46.4","","","","1"
"2021","Quebec","2016A000224","Neither English nor French","Number","Number","223","units","0","v1043024558","6.5.1","82075","","","","0"
"2021","Quebec","2016A000224","Neither English nor French","Percentage","Percentage","242","units","0","v1043024559","6.5.2","1.0","","","","1"
"2021","Ontario","2016A000235","Total, knowledge of official languages","Number","Number","223","units","0","v1043024560","7.1.1","14099790","","","","0"
"2021","Ontario","2016A000235","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024561","7.1.2","100.0","","","","1"
"2021","Ontario","2016A000235","French only","Number","Number","223","units","0","v1043024562","7.2.1","39310","","","","0"
"2021","Ontario","2016A000235","French only","Percentage","Percentage","242","units","0","v1043024563","7.2.2","0.3","","","","1"
